SourceID,RA,DEC
654,5.113017,59.2850648
656,5.11917635,59.289273249999994
657,5.1269918,59.3012891
658,5.1110178,59.2839281
662,5.0173961,59.3080366
664,5.0192819,59.2953338
669,5.0190083,59.3126586
672,5.1161182,59.286347
675,5.1147684,59.2854437
676,5.0345505,59.3251934
686,5.0288092,59.2853784
689,5.031647599999999,59.32414595
690,5.0180087,59.2953938
693,5.015306949999999,59.302869650000005
701,5.0421569,59.2789485
704,5.1237833,59.2909315
708,5.016422,59.311677399999994
709,5.0200549500000005,59.2911507
716,5.0498843,59.3311933
717,5.027467700000001,59.3228912
720,5.05758065,59.33257795
721,5.1255297,59.2921278
722,5.02449,59.3211967
724,5.0152199500000005,59.2974075
726,5.064189649999999,59.33341655
728,5.01420645,59.3088745
729,5.1303406,59.30762489999999
732,5.1268781,59.29299655
734,5.0173559,59.2927328
737,5.0129654,59.3044596
743,5.11801145,59.3231327
747,5.0402978,59.3298637
750,5.1310147,59.29820465
751,5.0892085,59.2745484
753,5.0116219,59.3042343
754,5.0121449,59.3012448
755,5.125372,59.289389
759,5.0514877,59.332753749999995
760,5.1287669,59.2935341
763,5.125878650000001,59.3180621
764,5.013216,59.2967636
766,5.1327038,59.3040168
769,5.0186373,59.289060199999994
770,5.027612599999999,59.3251482
771,5.0557182,59.3339368
772,5.0738456,59.33506055
779,5.0805073499999995,59.3348819
782,5.0421603,59.3312516
783,5.0143508,59.2929837
784,5.0103599,59.3030739
785,5.0151318499999995,59.291833
787,5.1257857,59.319458
788,5.0924797,59.3336939
789,5.0794718,59.2725221
795,5.0406256,59.2765327
799,5.1283207,59.2899391
802,5.01062945,59.298091850000006
808,5.0095194,59.3067798
811,5.0091832,59.3045838
814,5.036300000000001,59.3303332
816,5.1333292,59.2959928
817,5.1048865,59.3314143
818,5.024229,59.2829094
819,5.0118026,59.2939267
822,5.0092272,59.2999223
823,5.132334999999999,59.313803300000004
827,5.1009035,59.2750246
831,5.0111905,59.3140662
832,5.0990656,59.3334488
835,5.1347867,59.2973777
839,5.0231457,59.3250821
840,5.1272868,59.287154
842,5.1321172,59.3156029
843,5.13580445,59.29958
845,5.1191693,59.2815584
847,5.01536155,59.31945925
848,5.1215889,59.2828286
850,5.053224200000001,59.33542215
855,5.0836466,59.336381
856,5.0745129,59.2708033
857,5.0331215,59.330724
864,5.1322842,59.2911095
866,5.0291789,59.3292091
868,5.0201219,59.2835781
869,5.0927839,59.2722306
871,5.067603500000001,59.3372448
872,5.007578499999999,59.29790705
874,5.05658355,59.3364893
877,5.0133565,59.2884342
878,5.1378609,59.3043254
880,5.1273096,59.3223256
882,5.1107237,59.2766393
883,5.00612645,59.3057881
887,5.09693085,59.33524095
900,5.0780508,59.2699113
902,5.0476567,59.3357862
906,5.1053774,59.2741733
912,5.0561097,59.337283
917,5.00497385,59.29947975
921,5.1295782,59.2855814
925,5.0695902,59.338619
929,5.0851035499999995,59.3380717
933,5.050288549999999,59.3369883
935,5.0873262,59.2698345
938,5.1151091,59.2766597
943,5.0649684,59.2689684
945,5.0957688999999995,59.33691345
948,5.1277985,59.3247313
953,5.0040992,59.2977163
955,5.114588449999999,59.3317266
959,5.004683,59.2957142
960,5.072525,59.2685392
961,5.0100714,59.2875423
962,5.0064756,59.2923066
976,5.11241565,59.33318085
978,5.025649,59.3307239
979,5.0623679,59.2683952
982,5.1380439,59.2911214
985,5.0015662,59.30750845
990,5.0679567,59.3402452
992,5.0947913,59.338209500000005
995,5.0642503,59.2678662
996,5.0132087,59.324955
997,5.004416,59.315119
1006,5.0193345,59.328591
1008,5.05782155,59.33975375
1009,5.1364336,59.2875394
1010,4.999871049999999,59.30331325
1011,5.0001362,59.3066468
1013,5.01076915,59.32338955
1016,5.0044385,59.3172317
1018,5.1342696,59.2847424
1020,5.0641055999999995,59.34090875
1021,5.084930099999999,59.340459949999996
1023,5.121743950000001,59.33110405
1026,5.1234532,59.330326400000004
1028,5.0688803,59.341157800000005
1035,5.14164725,59.3155775
1036,5.0368187,59.2710763
1039,5.1438004,59.31186165
1040,5.1324382,59.2826049
1043,4.9986645,59.3013241
1045,5.0141692,59.2807506
1047,5.1452431,59.2995325
1048,5.0378363,59.3371749
1050,5.1180457,59.3332717
1053,5.025798050000001,59.333246200000005
1056,5.0829975,59.3412089
1058,5.05167325,59.3402795
1061,5.1384928500000004,59.320865749999996
1063,4.9977035999999995,59.304425800000004
1067,5.0143822,59.3279384
1068,5.1457762,59.29868045
1069,5.1354123,59.2839262
1070,5.1301468,59.3277985
1071,5.1422755,59.2909992
1072,4.9973546,59.303123
1074,5.041596200000001,59.3386987
1075,5.0326826,59.2714836
1076,5.1414587,59.2892422
1081,5.14686755,59.301536549999994
1086,5.1315577,59.2803875
1103,5.0590594499999995,59.34219285
1108,5.02847515,59.335826600000004
1109,5.0297953500000006,59.3363425
1114,5.1418184,59.2877903
1116,5.14737825,59.31105225
1117,4.9952381,59.3036885
1128,4.995200049999999,59.3066154
1131,5.0703219,59.3433019
1132,5.1446139,59.2903527
1135,5.126362,59.275794
1137,5.1360901,59.2817288
1139,5.118779999999999,59.335417899999996
1140,5.084159,59.342936249999994
1144,5.017308,59.2758506
1146,5.1231853,59.3337005
1149,5.105704449999999,59.339637100000004
1155,4.99456,59.30816205
1158,5.0936255,59.2655174
1175,5.14834245,59.31383495
1180,5.14456765,59.31996755
1182,5.1421132,59.322748149999995
1183,5.1257093,59.33364
1184,5.1389351,59.2821858
1185,5.1496431000000005,59.31231165
1189,5.07893305,59.2634242
1191,5.064932649999999,59.2633109
1192,5.0916712,59.2643673
1194,5.0792017,59.3445777
1197,5.001916,59.32354575
1201,5.1483358,59.3166656
1208,5.0839719,59.263249200000004
1215,5.15236715,59.29957145
1217,5.037880599999999,59.34126425
1219,5.14714415,59.31925065
1221,5.0080792,59.3292124
1228,5.1444635,59.2849293
1229,5.1507017,59.3146299
1230,4.99773885,59.28693885
1231,4.9928729,59.2939767
1235,5.138926850000001,59.32794725
1236,5.08813505,59.34482195
1248,5.0023769,59.2816068
1249,5.15196155,59.29377725
1250,5.1128732,59.34040105
1255,5.0273428,59.339243
1259,4.990228050000001,59.30981945
1266,5.1540041,59.3107105
1267,4.99188595,59.29304115
1274,5.0075477,59.330688050000006
1276,5.0220051,59.3379175
1277,5.14833885,59.32093735
1279,4.9992539,59.2832742
1280,5.0851569,59.345918100000006
1287,5.1400759,59.3286898
1289,5.0021425,59.3275371
1292,4.9909071,59.3147051
1293,5.1404968,59.2791877
1294,5.1556409,59.3000508
1298,5.1158724,59.340454050000005
1299,5.1539303499999995,59.31351825
1301,4.991791,59.3168261
1304,5.1561293,59.306254800000005
1316,4.9985824,59.2820388
1319,5.1491115,59.3224495
1323,5.1541989,59.29151745
1324,5.0912642,59.34653495
1328,5.09344905,59.3464001
1330,5.005246850000001,59.33159995
1335,4.9962447,59.3249391
1336,5.014252,59.3366241
1337,5.1444167,59.2798611
1338,4.9859598,59.3093474
1346,5.1241965,59.2685571
1347,4.9910048,59.3197534
1349,5.063108,59.25975485
1352,4.997295,59.3267353
1355,4.9867569,59.295159749999996
1362,5.0087377,59.3346665
1364,5.09501665,59.260853350000005
1366,4.99179465,59.321650899999995
1367,5.0643326,59.3483779
1369,5.11760045,59.26569485
1373,5.1499131,59.2832659
1374,5.1490078,59.32556565
1375,4.9952744,59.2822064
1379,5.0875642,59.3482135
1380,5.0461571,59.2607909
1381,5.15939,59.3100447
1382,5.0118959,59.33683525
1384,5.1587007,59.2952969
1385,5.1262234,59.3395818
1389,4.98383385,59.301044950000005
1390,5.1375741,59.3342381
1391,5.03655985,59.26253385
1393,5.1514658,59.32394305
1397,5.08631705,59.25921625
1398,5.1034343,59.3462428
1409,5.0595495,59.3488558
1410,5.0222195,59.3415349
1412,4.9860167,59.3159361
1417,5.1551261,59.2870816
1420,5.0486622,59.3480271
1421,5.009245,59.2713438
1423,5.03791465,59.26161085
1424,5.1435225,59.3315312
1425,5.0686207,59.34960695
1426,5.1094919,59.2623352
1427,4.989504,59.2859941
1433,5.16207955,59.3054908
1434,5.079764900000001,59.34970635
1437,4.9841272,59.3144329
1439,4.9824886,59.2982892
1440,5.1562049000000005,59.3208156
1443,5.1490353,59.2795487
1444,5.0041628,59.2733299
1445,5.12546935,59.34129855
1455,5.0999452000000005,59.2596315
1459,5.1028912,59.2600018
1460,5.1524783,59.2817485
1461,5.1350303,59.270083
1462,5.00019895,59.3327915
1467,5.163649700000001,59.300807750000004
1469,5.0460650000000005,59.25888705
1474,5.02329215,59.34372765
1476,4.980306649999999,59.307654150000005
1477,4.9824464,59.3160981
1480,4.98417935,59.28971085
1483,4.9944257,59.2785009
1486,5.1509226,59.2792162
1488,5.06865795,59.351091999999994
1491,5.0709204,59.2564546
1492,5.0017404,59.33475095
1495,5.02794125,59.26214505
1496,5.09492605,59.2579011
1498,5.1265903999999995,59.342365349999994
1501,5.0283084,59.345851800000005
1502,4.9786812000000005,59.3040173
1503,4.990653200000001,59.32709495
1506,4.9944215,59.2775634
1507,4.98643335,59.3227751
1517,4.9784493,59.3010322
1523,4.9951649,59.276463
1524,5.1116697,59.347387049999995
1528,5.1294326,59.34194515
1533,5.125261650000001,59.3435847
1534,5.03135785,59.3473288
1535,5.0054177,59.2698606
1536,5.106919700000001,59.25910965
1537,5.0104352,59.3404031
1538,5.11105105,59.2598057
1540,4.9777401,59.3087669
1543,4.9790749,59.31360275
1544,5.08859915,59.35164255
1546,5.1608423000000005,59.3211692
1551,5.0177318,59.3438228
1552,5.152981,59.2782915
1553,4.9886482,59.3273537
1562,4.97662045,59.306358849999995
1564,5.1449451,59.2722906
1565,5.0453798,59.35081485
1566,4.9785444,59.2931956
1567,5.163666,59.2896197
1572,5.022182900000001,59.34574705
1576,5.00980575,59.3412534
1580,5.10232825,59.35055045
1584,5.1683141,59.30134205
1586,5.1683045,59.3074209
1592,4.9908232,59.2768752
1599,4.9749169,59.3025558
1601,5.0796791,59.25433245
1602,5.087094,59.2547855
1603,5.0282605,59.25948845
1605,5.1673036,59.3151542
1606,5.0446767999999995,59.2560713
1607,4.9837515,59.3251259
1609,4.9938529,59.2739993
1610,4.97531285,59.2967953
1617,5.157409,59.3285656
1619,5.0708129,59.3539852
1624,5.0947473,59.35269635
1627,5.12110735,59.260401200000004
1629,5.1704979,59.3032259
1630,4.98768135,59.3298243
1631,4.9748149,59.311938
1634,5.053066100000001,59.353254500000006
1636,4.9741809,59.31005795
1637,5.0589445,59.2539526
1638,5.044781499999999,59.3523409
1639,5.0044219000000005,59.340630000000004
1641,4.9800398,59.28556
1642,5.12562365,59.2614779
1643,5.1608303,59.2816475
1646,5.107704399999999,59.3510984
1647,4.99852875,59.337830600000004
1648,5.08054235,59.253460450000006
1650,5.1702085,59.2965557
1653,5.00725025,59.34227175
1657,5.1508119,59.3349448
1660,5.0498746,59.2543138
1662,4.9745633,59.3147035
1663,5.0003286,59.339333
1665,4.9747875,59.29244465
1672,5.16793685,59.28905405
1679,4.9867385,59.2769518
1681,5.0426862,59.3529211
1684,5.1176808,59.2578946
1686,5.119487599999999,59.34941875
1687,5.044322599999999,59.25431885
1689,4.9739104,59.3162789
1690,5.165987299999999,59.323035450000006
1693,4.9794453,59.3247288
1696,5.031215250000001,59.351195700000005
1697,5.01600915,59.34694965
1698,5.01853375,59.3478094
1701,4.9874709,59.3324521
1703,5.1695671999999995,59.31833625
1704,5.1471561,59.2690084
1706,5.13609755,59.2636232
1709,5.009581450000001,59.34497965
1711,5.03699835,59.3527621
1714,5.132130500000001,59.34597375
1715,4.9842958,59.2774128
1716,5.0839901,59.3556616
1717,5.174003750000001,59.30038155
1719,5.01522105,59.2605159
1720,5.1366913,59.3445833
1721,5.091498700000001,59.355376899999996
1724,5.0510453,59.355379
1727,5.1410912,59.34291185
1728,4.9825959,59.2778949
1731,5.168698,59.3223645
1735,5.1068545,59.2543343
1740,4.9709386,59.2932208
1741,5.1007514,59.3545675
1742,5.1657575,59.3264781
1744,5.1440973,59.26595155
1753,5.1750580500000005,59.3108206
1755,5.0575841,59.3565215
1757,4.9766368,59.3252348
1760,5.1270454,59.3490639
1761,5.06469205,59.35695475
1762,5.1169738,59.2557912
1770,5.1735734,59.2915039
1771,5.122243,59.2569988
1777,5.1752088,59.313472450000006
1779,5.075749399999999,59.2503693
1780,5.13924105,59.2627229
1782,4.99845395,59.342120449999996
1785,5.068144,59.35746365
1786,5.0103964,59.2604466
1791,4.9725401,59.2863671
1794,4.9706706,59.2892979
1798,4.979031,59.2785538
1800,5.0841021,59.3576032
1801,4.9845386000000005,59.3340385
1805,5.15634245,59.336459250000004
1811,4.9755592,59.3262936
1815,5.0745691,59.2496827
1818,5.0820886000000005,59.3579188
1823,5.11379505,59.353997
1824,5.071563,59.2493956
1827,5.165055799999999,59.3306958
1828,4.9681081,59.2914658
1829,5.0804823,59.3582597
1832,4.9766085,59.2793255
1835,5.10755755,59.2522237
1836,4.9866799,59.27077
1837,4.9652297999999995,59.2988596
1838,5.0872934,59.249621
1843,5.1778303,59.314293250000006
1844,5.05724745,59.35835455
1849,5.1167099,59.3541162
1850,5.1628767,59.33387035
1853,5.14944425,59.265305299999994
1856,5.1560114,59.33879255
1859,5.054672549999999,59.3584514
1862,5.0299878,59.3549353
1863,5.1741148500000005,59.32249615
1865,4.9887251,59.33930525
1872,4.98423575,59.336575499999995
1873,4.9797207,59.3331753
1887,5.12115455,59.3537278
1889,5.1608847,59.33654
1890,5.0224606000000005,59.3536122
1892,5.15400605,59.26698665
1895,5.120712,59.2537958
1896,5.035272300000001,59.356567850000005
1897,5.1441250499999995,59.346090700000005
1898,5.0865442000000005,59.35938715
1904,5.1257877,59.2547495
1909,5.01646265,59.25516675
1911,5.107666350000001,59.25045045
1914,5.1821760999999995,59.2979998
1915,5.075525949999999,59.360412350000004
1917,4.996078649999999,59.26273355
1918,4.964643150000001,59.31795525
1920,5.1482656,59.34505635
1925,5.1751851,59.2830188
1927,5.1822899,59.3105153
1928,5.11024505,59.3570854
1930,5.1367116,59.349981299999996
1931,5.16859895,59.3319887
1936,5.13492075,59.3507526
1938,5.0030255,59.3484837
1939,4.9916781,59.3434567
1941,5.1796686,59.2885182
1945,5.0897432,59.36026855
1950,5.077123650000001,59.2468138
1951,5.181987449999999,59.2931248
1952,5.13954285,59.25821355
1954,5.0842968,59.3607776
1955,5.0087474499999995,59.256703900000005
1957,5.0607175,59.24693415
1958,5.0709428,59.2466344
1959,5.1843140000000005,59.302559099999996
1963,5.18404275,59.299122600000004
1967,5.0808576,59.36117665
1969,4.9635658,59.2884656
1970,5.1566153,59.2659193
1976,5.119593549999999,59.3561237
1977,5.1848757,59.3051093
1979,5.1373003,59.2566201
1985,5.1454547,59.348076
1987,5.1767382,59.3265871
1991,5.0419541500000005,59.2477807
1994,5.18546815,59.31056355
1996,5.0833377,59.2457379
1997,5.1641281,59.2694073
1999,5.1798781,59.3233971
2000,5.04820655,59.3609754
2004,4.9592438,59.294331
2007,5.0285184,59.357974999999996
2008,5.11090335,59.24887285
2009,5.1228876,59.2514922
2011,5.0849413000000006,59.3620507
2017,4.9588501,59.31430775
2018,5.12512015,59.3560139
2020,4.9655317,59.2817669
2021,5.1209629,59.2506323
2022,5.10471125,59.360350800000006
2025,5.06333615,59.36259525
2026,5.036808000000001,59.247811
2032,5.0919499,59.245635
2035,5.07777025,59.3630104
2036,5.01252085,59.2530357
2039,5.07668955,59.244670400000004
2040,4.9706132,59.2751634
2041,5.051122100000001,59.3621904
2043,5.16663475,59.33849735
2046,5.18729085,59.3125646
2049,5.1657585,59.2685469
2052,5.01927615,59.3570517
2055,5.0571091500000005,59.36306795
2056,5.0322081,59.24776275
2060,5.0167132500000005,59.251219750000004
2062,5.1851836,59.2883238
2068,5.0250004,59.3588637
2072,5.1633543,59.266055
2074,5.0683944499999996,59.2438218
2076,5.08441605,59.36373085
2087,5.0545667,59.2441238
2089,4.9611110499999995,59.324881950000005
2091,5.030089,59.36037915
2093,4.95478445,59.3121364
2097,5.01195205,59.35615545
2105,5.0990563,59.36306245
2107,5.108252,59.246009
2108,4.9945033500000005,59.2577223
2109,5.0002545000000005,59.35244255
2110,5.160981400000001,59.2633902
2112,5.012377600000001,59.2511925
2115,5.0675636,59.36483365
2117,4.9595244,59.2835332
2118,5.19050315,59.29576125
2121,4.95780815,59.3220226
2127,5.0631851,59.364914
2132,5.0585070000000005,59.36478345
2133,5.1859573,59.3234005
2135,4.9702658,59.3366936
2136,4.9856223,59.3466658
2139,5.0030137,59.25360565
2140,5.1120384,59.2458356
2141,5.12117175,59.24777045
2146,4.9774015,59.2657718
2150,5.17074185,59.3394837
2151,5.1877308,59.3217193
2153,5.15938255,59.26125165
2154,5.08848935,59.2427232
2163,5.1932988,59.3003461
2165,5.1814647,59.276887
2171,5.0851437,59.3658092
2173,5.04751005,59.3649403
2175,5.05066995,59.3652363
2180,5.12989645,59.3589697
2862,5.0805352,59.2932638
2866,5.0814855,59.2917071
2874,5.0850493,59.2900357
2885,5.0834545,59.319744
2889,5.0938412,59.2902793
2892,5.0427979,59.2927428
2895,5.1086929,59.301061
2908,5.1050189,59.2921599
2910,5.0976816,59.2876921
2918,5.0502384,59.3228821
2919,5.1152399,59.3029123
2921,5.0432404,59.3205024
2941,5.1114025,59.2893658
2949,5.1185472,59.2942358
2954,5.119057,59.2939543
2969,5.1195715,59.2915611
2988,5.0129459,59.3075447
3029,5.0021288,59.304613
3034,5.1352816,59.2868811
3098,4.9910374,59.2879814
3149,5.0975676,59.2543376
3158,5.0978814,59.2527849
3171,5.0981672,59.2512517
3186,5.097965,59.249692
3191,5.1030885,59.2496511
