oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag,dist,angle,GroupID,GroupSize
806303100062112,5.0726306,59.3070024,806,3,1,zi,42,38,46,41,19.859,0.073,8.295255E-7,1.635778,0.127522,20.14869,0.09866524,19.87198,0.089426,19.56878,11.250232,5.159764,6,4
806203100060428,5.0686987,59.3011576,806,3,1,zr,31,31,31,31,21.873,0.28,4.147256E-6,1.882719,0.3348465,21.644,0.2237282,20.86678,0.1761811,20.38603,11.635117,212.283759,,
1809211300076769,5.0680262,59.3013847,1809,11,3,zr,1,1,1,1,21.781,0.163,0.0,0.0,,21.06214,0.0,21.06214,0.190159,21.06214,11.69821,219.559817,,
806103100048929,5.0764658,59.3065076,806,3,1,zg,3,3,3,3,22.851,0.354,2.910176E-6,0.0,0.1487857,21.98995,0.0,21.97992,0.222335,21.72738,12.399919,40.538026,7,4
806303100082328,5.0765516,59.3064945,806,3,1,zi,37,33,41,36,20.18,0.051,1.085485E-6,1.310252,0.165427,20.60652,0.1000233,20.22884,0.1131801,19.69717,12.467472,41.229545,7,4
806103100040248,5.0659994,59.3023138,806,3,1,zg,5,4,5,4,22.071,0.126,5.249867E-6,1.028399,0.1936283,21.71257,0.1370792,21.57549,0.1976215,21.22468,12.532961,243.082244,,
806303100094940,5.066823,59.3016565,806,3,1,zi,11,9,14,11,20.281,0.112,2.298188E-6,2.270405,0.2583041,20.6988,0.1782055,20.15928,0.1163702,19.72901,12.569516,230.233514,8,2
806303100082412,5.0692415,59.3007083,806,3,1,zi,26,22,30,25,20.078,0.076,1.003128E-6,1.03428,0.1417742,20.27831,0.07002068,20.05129,0.1003719,19.64631,12.586128,204.487708,9,3
1809211300070194,5.0765935,59.306523,1809,11,3,zr,21,21,21,21,21.146,0.066,1.780057E-6,0.9664308,0.1910387,21.25068,0.120697,20.99566,0.1851611,20.4254,12.595384,41.185313,7,4
806203100060429,5.0695279,59.3006421,806,3,1,zr,161,160,167,166,21.035,0.138,2.417955E-6,1.291614,0.2285336,21.3606,0.1529465,20.86482,0.175562,20.21953,12.59811,201.858902,9,3
806203100065939,5.0657057,59.3025674,806,3,1,zr,229,226,231,228,20.876,0.096,2.07709E-6,1.351213,0.2351438,21.36997,0.1563034,20.80264,0.1715018,20.03465,12.645216,247.883556,10,4
806303100093090,5.0656038,59.3026663,806,3,1,zi,29,25,33,28,19.872,0.108,2.560799E-6,1.174911,0.1401514,20.29031,0.07483101,19.9488,0.094428,19.65802,12.690942,249.691329,10,4
1809211300076376,5.0691541,59.3006763,1809,11,3,zr,17,17,18,18,20.984,0.091,2.855401E-6,0.6923383,0.1423031,21.08284,0.07999802,20.81701,0.1713108,20.59986,12.757924,204.929816,9,3
1809211300042520,5.0655897,59.3026104,1809,11,3,zr,24,24,24,24,20.884,0.143,3.253249E-6,0.8827233,0.1665908,21.07393,0.09825706,20.72791,0.1650301,20.29905,12.786371,248.885945,10,4
1809111300047928,5.0656134,59.3025476,1809,11,3,zg,1,1,1,1,22.205,0.151,0.0,0.0,,21.74726,0.0,21.74726,0.2379539,21.74726,12.829202,247.873939,10,4
806103100048078,5.070337,59.3004316,806,3,1,zg,1,1,1,1,22.506,0.259,0.0,0.0,,21.7004,0.0,21.7004,0.2052544,21.7004,12.855736,194.429555,,
806303100093096,5.0771841,59.3014385,806,3,1,zi,4,4,5,5,20.677,0.1,1.8906E-6,2.910412,0.3506358,20.92216,0.2825451,20.55944,0.143932,20.16496,12.879403,133.251791,,
1809111300037335,5.0665004,59.3016811,1809,11,3,zg,3,3,3,3,21.94,0.124,1.264392E-6,0.0,0.4813487,21.72305,0.0,21.58723,0.22655,20.82976,12.976278,232.209173,8,2
1809111300052784,5.0767999,59.3066425,1809,11,3,zg,0,0,0,0,22.758,0.356,6.932616E-310,,0.0,0.0,0.0,0.0,,0.0,13.168901,41.194516,7,4
1809211300073393,5.0698976,59.3073767,1809,11,3,zr,5,5,5,5,20.823,0.125,4.320196E-6,1.306846,0.4833758,20.86894,0.1296921,20.49184,0.1471339,19.58927,13.177243,342.281904,,
1809111300028676,5.0788071,59.3024032,1809,11,3,zg,16,16,18,18,20.873,0.115,1.745235E-6,1.158706,0.1978171,21.19334,0.1379471,20.88499,0.1765075,20.45586,13.47189,113.407059,11,5
806303100062230,5.0789267,59.3025502,806,3,1,zi,32,29,35,31,19.76,0.089,1.022098E-6,1.251719,0.1314234,20.05652,0.06911278,19.75545,0.08186073,19.50678,13.475503,110.97015,11,5
1809211300054444,5.0788531,59.3023801,1809,11,3,zr,53,53,54,54,20.037,0.142,1.772038E-6,1.720812,0.2079396,20.60501,0.1416473,20.20599,0.1220391,19.68792,13.582581,113.587269,11,5
806203100066818,5.069274,59.3074299,806,3,1,zr,169,167,171,169,20.483,0.108,3.806193E-6,1.67384,0.2951448,21.08779,0.1711292,20.54194,0.1515774,19.45353,13.747336,337.971538,12,3
806203100057021,5.07886,59.302177,806,3,1,zr,444,439,458,452,20.264,0.064,2.534352E-6,1.606827,0.2114584,20.60764,0.1334553,20.19215,0.1231376,18.86136,13.902752,116.328768,11,5
806103100029893,5.0789351,59.3022354,806,3,1,zg,110,106,135,130,20.859,0.088,2.327746E-6,1.156738,0.2320837,21.36186,0.1202497,20.89734,0.154125,20.02822,13.93542,115.302276,11,5
1809211300070228,5.065886,59.301641,1809,11,3,zr,13,13,13,13,20.904,0.128,2.382078E-6,1.995975,0.3065846,20.97062,0.2118225,20.62564,0.1573406,19.99347,13.96899,234.580384,,
806303100094186,5.0688762,59.3075428,806,3,1,zi,21,19,23,20,20.424,0.049,1.318513E-6,1.448334,0.2164544,20.70665,0.1200523,20.34428,0.1228926,19.87917,14.407868,335.88274,12,3
806303100082327,5.0770666,59.3070421,806,3,1,zi,0,0,0,0,21.116,0.124,6.898235E-310,,0.0,0.0,0.0,0.0,,0.0,14.585609,38.92031,13,2
806103100042691,5.0691525,59.3076674,806,3,1,zg,9,9,11,11,21.271,0.146,1.975673E-6,2.194531,0.4217837,21.42866,0.2460041,21.06124,0.1661975,20.2038,14.624095,338.417231,12,3
806303100094206,5.0789352,59.3017785,806,3,1,zi,25,21,29,24,19.823,0.069,8.772045E-7,0.7743341,0.1092931,19.87797,0.0414505,19.71717,0.07936434,19.41101,14.714054,121.102058,,
1809211300070193,5.0770112,59.3071984,1809,11,3,zr,2,2,3,3,22.815,0.32,2.083473E-6,0.0,0.1241019,20.86597,0.0,20.77822,0.1622146,20.69046,14.965655,37.263383,13,2
806303100091356,5.0654152,59.3014183,806,3,1,zi,23,19,27,22,20.037,0.12,1.419733E-6,2.045793,0.1709552,20.24892,0.1330147,19.9853,0.09639663,19.67869,15.139544,234.006051,,
1809211300066673,5.0708779,59.308064,1809,11,3,zr,5,5,5,5,20.812,0.16,2.767735E-6,1.387887,0.2031781,20.74133,0.1412354,20.53962,0.1508737,20.24467,15.187905,351.637422,,
1809111300004939,5.063628,59.3041635,1809,11,3,zg,66,66,69,69,18.384,0.019,4.685188E-7,1.008263,0.04498308,18.50418,0.02611256,18.38472,0.03839719,18.29029,15.563728,273.630729,14,5
1809211300007625,5.0636194,59.3041683,1809,11,3,zr,77,77,86,86,17.622,0.028,1.872846E-7,1.014233,0.0254439,17.69492,0.01465034,17.62603,0.02141579,17.57236,15.580601,273.690474,14,5
806303100044349,5.0636046,59.3041474,806,3,1,zi,42,38,47,42,17.268,0.041,1.332971E-7,0.87141,0.01427472,17.27382,0.00962162,17.24158,0.01637004,17.20669,15.603099,273.408341,14,5
