oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag,dist,angle,GroupID,GroupSize
806303100091502,5.0561826,59.2829565,806,3,1,zi,9,8,10,9,21.721,0.307,3.247656E-6,1.104554,0.2434063,21.4618,0.122097,20.85672,0.1638861,20.62479,80.828722,201.2028,,
806303100094157,5.0946992,59.3231496,806,3,1,zi,6,4,7,4,21.187,0.097,1.396414E-6,0.8045408,0.1535004,21.0458,0.08968353,20.9018,0.1652679,20.62384,80.834565,30.927168,,
1809111300004697,5.0313196,59.3123452,1809,11,3,zg,6,6,7,7,21.532,0.082,6.641495E-7,0.8985245,0.347876,21.57466,0.1333141,21.43106,0.2199734,20.81209,80.846821,292.134494,448,4
1809111300051752,5.0423521,59.3204528,1809,11,3,zg,36,36,37,37,20.126,0.092,2.234124E-6,1.266877,0.2029018,20.46735,0.104907,20.18396,0.1227706,19.73947,80.861004,317.52232,450,5
1809211300042363,5.0313011,59.3123508,1809,11,3,zr,55,55,59,59,20.287,0.043,9.497483E-7,1.173477,0.1376312,20.65124,0.1018848,20.29827,0.1287238,20.07398,80.885898,292.138667,448,4
806303100061968,5.0312504,59.3123275,806,3,1,zi,39,35,43,38,19.641,0.067,5.353348E-7,1.014405,0.1132429,19.98769,0.04855347,19.56628,0.07096316,19.47496,80.940719,292.058843,448,4
806103100040254,5.1157887,59.3010473,806,3,1,zg,39,37,48,46,22.155,0.202,2.535257E-6,1.562569,0.2647252,21.72442,0.1889133,21.31363,0.1792452,20.57837,80.978025,97.241462,451,5
1809211300062152,5.0989025,59.2860393,1809,11,3,zr,68,68,71,71,19.67,0.094,1.397501E-6,2.580664,0.1961351,20.25599,0.1559744,19.78145,0.08960781,19.1917,80.998372,142.491013,447,3
1809111300037469,5.0480332,59.2850359,1809,11,3,zg,0,0,0,0,22.538,0.21,0.0,,0.0,0.0,0.0,0.0,,0.0,80.999919,213.084928,452,2
1809211300066796,5.101623,59.2871799,1809,11,3,zr,1,1,1,1,21.665,0.15,0.0,0.0,,21.46318,0.0,21.46318,0.2203118,21.46318,81.042638,137.913331,,
806303100043431,5.0423763,59.3205375,806,3,1,zi,41,37,45,40,19.764,0.101,1.961299E-6,1.204655,0.1275303,20.12431,0.07004547,19.82692,0.08620676,19.46789,81.056122,317.691109,450,5
1809211300042851,5.0479078,59.2850568,1809,11,3,zr,1,1,1,1,21.983,0.157,0.0,0.0,,20.67088,0.0,20.67088,0.160742,20.67088,81.063002,213.250526,452,2
1809211300054706,5.0585327,59.2824437,1809,11,3,zr,3,3,3,3,21.984,0.131,1.68976E-6,0.0,0.07657877,21.25039,0.0,21.24861,0.2041788,21.11687,81.123958,197.883809,,
1809211300008631,5.0848627,59.2823207,1809,11,3,zr,77,77,86,86,15.075,0.018,1.556938E-7,1.137376,0.01438995,15.12856,0.008225441,15.07765,0.01072208,15.03893,81.127273,163.157304,453,2
806303100094269,5.0539256,59.2833496,806,3,1,zi,7,5,8,6,21.377,0.154,3.079223E-6,1.515327,0.211989,21.04328,0.156723,20.74492,0.1533383,20.41589,81.127675,204.298518,454,3
1809111300005618,5.084861,59.2823176,1809,11,3,zg,66,66,70,70,15.935,0.017,2.815649E-7,0.8920565,0.01563336,15.9812,0.009435177,15.94353,0.01568129,15.90791,81.13705,163.161699,453,2
1809211300042883,5.0538604,59.2833596,1809,11,3,zr,3,3,3,3,22.128,0.181,2.39537E-6,0.0,0.08389254,21.41261,0.0,21.36596,0.2130018,21.2497,81.14426,204.386138,454,3
806303100088329,5.0862857,59.3252355,806,3,1,zi,0,0,0,0,22.471,0.342,0.0,,0.0,0.0,0.0,0.0,,0.0,81.154718,18.752782,,
806203100066670,5.1158335,59.3008029,806,3,1,zr,188,184,189,185,21.169,0.137,2.211331E-6,1.374836,0.2777273,21.75744,0.1729126,21.0089,0.186466,20.03801,81.175757,97.850117,451,5
806203100063278,5.1159738,59.306437,806,3,1,zr,1,1,1,1,22.038,0.283,0.0,0.0,,21.61179,0.0,21.61179,0.2305294,21.61179,81.182036,83.495951,455,2
1809111300045911,5.0571675,59.2826562,1809,11,3,zg,0,0,0,0,22.515,0.213,1.897E-321,,0.0,0.0,0.0,0.0,,0.0,81.208701,199.735526,456,2
806103100029663,5.0420957,59.3204677,806,3,1,zg,266,259,325,317,20.039,0.08,2.394286E-6,1.469353,0.1670397,20.59635,0.1040516,20.13669,0.1049896,19.62951,81.219346,317.302944,450,5
806303100094211,5.1158956,59.3009336,806,3,1,zi,18,15,19,16,20.984,0.1,1.964543E-6,2.340538,0.2903703,21.2783,0.246953,20.77301,0.156431,20.32248,81.225669,97.510307,451,5
1809211300075530,5.1158994,59.3008582,1809,11,3,zr,13,13,13,13,21.316,0.087,2.699186E-6,0.5108993,0.2246509,21.39199,0.06295013,20.96263,0.1826776,20.56314,81.26869,97.699372,451,5
1809111300005580,5.0537477,59.2833426,1809,11,3,zg,0,0,0,0,23.149,0.301,0.0,,0.0,0.0,0.0,0.0,,0.0,81.285686,204.501399,454,3
1809211300054269,5.0335385,59.3149762,1809,11,3,zr,0,0,0,0,21.961,0.239,0.0,,0.0,0.0,0.0,0.0,,0.0,81.28964,299.420559,457,3
1809111300028883,5.1040105,59.2882371,1809,11,3,zg,21,21,21,21,21.043,0.073,1.98035E-6,0.9552051,0.1973055,21.1871,0.1138458,20.88774,0.1767032,20.39111,81.365288,133.819463,458,3
1809211300006858,5.0421284,59.3205533,1809,11,3,zr,71,71,75,75,19.171,0.121,2.462126E-6,2.36424,0.180527,19.73044,0.1033154,19.34739,0.06478842,18.77216,81.405377,317.481153,450,5
1809111300053033,5.0914907,59.2835542,1809,11,3,zg,1,1,1,1,22.899,0.292,0.0,0.0,,21.47682,0.0,21.47682,0.2186821,21.47682,81.441915,154.006698,,
806303100082723,5.0989115,59.2858869,806,3,1,zi,36,32,40,35,19.308,0.077,8.562017E-7,2.532227,0.1147965,19.20769,0.08080769,19.00954,0.0473123,18.80231,81.444422,142.716662,447,3
1809211300062188,5.0567409,59.2826555,1809,11,3,zr,2,2,2,2,21.884,0.156,3.332446E-6,0.0,0.02483899,21.06194,0.0,21.04437,0.1888233,21.02681,81.479144,200.254212,456,2
1809211300076389,5.089482,59.2830684,1809,11,3,zr,3,3,3,3,21.404,0.16,2.910144E-6,0.0,0.05040057,21.36991,0.0,21.35859,0.2124478,21.2775,81.498709,156.880865,,
806303100091280,5.0334072,59.3149855,806,3,1,zi,25,21,29,24,20.836,0.131,1.652302E-6,1.069814,0.1950838,21.07769,0.1072578,20.69292,0.1486431,20.33322,81.516296,299.357865,457,3
1809111300045852,5.1160633,59.3008924,1809,11,3,zg,7,7,7,7,21.587,0.114,1.655596E-6,0.6947496,0.2320215,21.61584,0.09326172,21.20092,0.1990211,20.87245,81.550768,97.585165,451,5
806203100064611,5.0333806,59.3149906,806,3,1,zr,31,31,31,31,21.989,0.253,1.51578E-6,1.015567,0.2392478,21.84616,0.1520481,21.49447,0.2219712,20.88981,81.567894,299.352298,457,3
1809211300070204,5.1161602,59.3066031,1809,11,3,zr,0,0,0,0,22.416,0.167,1.028E-320,,0.0,0.0,0.0,0.0,,0.0,81.591618,83.105804,455,2
1809111300037273,5.1153436,59.3090004,1809,11,3,zg,1,1,1,1,22.14,0.112,0.0,0.0,,21.7013,0.0,21.7013,0.2346791,21.7013,81.602379,76.951926,459,3
1809211300042807,5.1039342,59.2880931,1809,11,3,zr,62,62,65,65,20.116,0.129,1.01534E-6,1.251314,0.1626897,20.68825,0.1010809,20.18959,0.1197641,19.74441,81.624588,134.150112,458,3
806203100051919,5.0419883,59.3205705,806,3,1,zr,789,781,844,835,19.124,0.099,2.772656E-6,2.606215,0.21608,20.00981,0.119606,19.33364,0.0680404,18.59118,81.625136,317.377457,450,5
806303100088417,5.1078442,59.3173528,806,3,1,zi,4,4,4,4,21.449,0.139,2.165989E-6,1.019898,0.3015231,21.0183,0.110569,20.87123,0.1607313,20.34597,81.652229,53.57407,,
806203100043606,5.1154096,59.3089263,806,3,1,zr,40,39,40,39,21.458,0.117,2.660323E-6,1.502231,0.3388385,21.9441,0.2093115,21.28344,0.2065763,20.29426,81.660986,77.153444,459,3
1809211300075519,5.0298574,59.3109926,1809,11,3,zr,1,1,1,1,22.776,0.31,0.0,0.0,,21.17757,0.0,21.17757,0.1988379,21.17757,81.690985,288.258331,460,2
1809211300054355,5.1155295,59.3087785,1809,11,3,zr,2,2,2,2,22.014,0.162,1.068459E-6,0.0,0.1454545,21.43066,0.0,21.32781,0.2101335,21.22496,81.759822,77.55127,459,3
806303100091230,5.0517055,59.3240867,806,3,1,zi,1,1,3,2,21.345,0.155,0.0,0.0,,20.9323,0.0,20.9323,0.1648709,20.9323,81.777904,332.768189,461,4
1809111300005555,5.050524,59.2840153,1809,11,3,zg,1,1,1,1,22.427,0.201,0.0,0.0,,21.57352,0.0,21.57352,0.2255733,21.57352,81.789161,208.988298,,
1809211300076848,5.0797777,59.2815,1809,11,3,zr,0,0,0,0,22.216,0.187,1.58E-322,,0.0,0.0,0.0,0.0,,0.0,81.836772,170.039163,,
806303100088764,5.1037001,59.2878746,806,3,1,zi,33,29,36,32,19.791,0.098,7.50197E-7,1.277826,0.1287411,19.9433,0.06470871,19.63931,0.07507838,19.40696,81.868627,134.754856,458,3
806303100082145,5.0406941,59.3200526,806,3,1,zi,7,6,9,8,21.315,0.148,9.325439E-7,1.266614,0.3874305,21.28683,0.1440449,21.0048,0.1686077,20.25202,81.919791,315.27057,,
1809211300042915,5.0627996,59.2816331,1809,11,3,zr,2,2,2,2,21.724,0.118,1.529203E-6,0.0,0.09049906,20.947,0.0,20.883,0.1766908,20.81901,81.921019,192.024186,,
1809211300054354,5.1153455,59.3094321,1809,11,3,zr,3,3,3,3,22.03,0.142,2.806541E-6,0.0,0.1259079,21.35938,0.0,21.22496,0.2024006,21.10776,81.969641,75.893993,462,2
1809211300062163,5.0956773,59.2845558,1809,11,3,zr,5,5,5,5,22.919,0.285,2.95163E-6,2.010861,0.2869928,21.34112,0.2549,21.03258,0.1879368,20.62885,82.013756,148.057826,,
806303100091319,5.1152883,59.3096118,806,3,1,zi,18,16,21,18,20.883,0.106,1.671195E-6,1.802531,0.2207646,21.13092,0.1824398,20.69709,0.1500586,20.37102,82.02755,75.437826,462,2
806303100061993,5.0296145,59.3109269,806,3,1,zi,19,17,23,20,21.076,0.142,3.972143E-6,1.486549,0.1998221,21.25482,0.166338,20.92339,0.1658961,20.58289,82.041748,288.003972,460,2
806303100062119,5.0276384,59.306317,806,3,1,zi,40,37,44,40,20.212,0.086,6.840231E-7,1.444163,0.1634754,20.61178,0.1066847,20.19725,0.1095242,19.91574,82.135418,276.125531,463,2
1809211300066679,5.0276186,59.3063107,1809,11,3,zr,2,2,2,2,22.033,0.169,1.619801E-6,0.0,0.06331603,21.38655,0.0,21.34178,0.211184,21.29701,82.169197,276.107115,463,2
806103100029645,5.0463996,59.3225892,806,3,1,zg,4,4,4,4,22.405,0.242,1.171011E-6,0.5426933,0.1235515,21.84615,0.07598114,21.73838,0.2075751,21.56093,82.204894,324.985303,464,5
1809211300061784,5.0515575,59.3241857,1809,11,3,zr,0,0,0,0,21.643,0.155,1.58E-322,,0.0,0.0,0.0,0.0,,0.0,82.219248,332.713503,461,4
806303100082106,5.050087,59.3237821,806,3,1,zi,29,26,32,28,20.459,0.06,8.626377E-7,0.6526432,0.1430582,20.80944,0.0556469,20.39182,0.1264122,20.16379,82.224299,330.576278,465,3
806103100029611,5.0533123,59.3246288,806,3,1,zg,11,10,12,11,21.944,0.153,2.954818E-6,1.914416,0.3622895,21.89161,0.2503643,21.55351,0.1938921,20.79018,82.236967,335.219388,466,5
806103100036290,5.1146412,59.296789,806,3,1,zg,1,1,1,1,22.613,0.28,0.0,0.0,,21.89606,0.0,21.89606,0.2172107,21.89606,82.29588,108.078925,,
806203100065394,5.0517556,59.3242633,806,3,1,zr,49,48,49,48,21.491,0.151,2.075312E-6,1.109907,0.2997744,21.65739,0.159832,21.37837,0.2135017,20.22568,82.301823,333.027787,461,4
1809211300061785,5.0500555,59.3238029,1809,11,3,zr,2,2,2,2,21.181,0.113,4.087233E-6,0.0,0.2690291,21.05451,0.0,20.86428,0.1752828,20.67404,82.317948,330.566829,465,3
806303100061727,5.0978016,59.3226295,806,3,1,zi,39,35,43,38,19.662,0.072,1.090221E-6,1.480288,0.1247085,20.20497,0.07819748,19.70116,0.07831961,19.53719,82.367131,34.999859,467,5
806303100073419,5.0381995,59.3188809,806,3,1,zi,41,37,45,40,19.584,0.104,9.878428E-7,1.611209,0.1106676,19.96239,0.08538055,19.70478,0.07856537,19.54028,82.38642,310.938021,468,5
1809211300066826,5.0686891,59.2810698,1809,11,3,zr,1,1,1,1,21.645,0.118,0.0,0.0,,21.24474,0.0,21.24474,0.2038879,21.24474,82.388885,184.340711,,
1809211300066595,5.1047688,59.3195594,1809,11,3,zr,0,0,0,0,22.754,0.263,0.0,,0.0,0.0,0.0,0.0,,0.0,82.396916,46.780919,,
806203100043347,5.0462959,59.3226277,806,3,1,zr,105,103,105,103,21.321,0.108,1.941109E-6,1.156844,0.269923,21.8768,0.160202,21.26613,0.2053133,20.18914,82.427762,324.932209,464,5
1809111300037504,5.0676729,59.2811013,1809,11,3,zg,0,0,0,0,22.449,0.225,2.04153E-318,,0.0,0.0,0.0,0.0,,0.0,82.4384,185.641882,,
1809211300061807,5.0978303,59.3226435,1809,11,3,zr,49,49,51,51,20.295,0.066,1.087502E-6,0.9647553,0.1489603,20.65476,0.08368111,20.29692,0.128598,19.98074,82.438658,35.00976,467,5
1809211300061838,5.0382963,59.3189664,1809,11,3,zr,58,58,60,60,19.94,0.094,1.163686E-6,1.674312,0.1652939,20.35437,0.1257153,20.09366,0.1113206,19.69731,82.454341,311.180579,468,5
1809211300042209,5.0461592,59.3225892,1809,11,3,zr,6,6,6,6,21.406,0.096,1.489912E-6,0.998527,0.2292834,21.34641,0.127614,21.0531,0.1894796,20.67787,82.459183,324.734094,464,5
806103100048634,5.0979669,59.322606,806,3,1,zg,51,49,65,62,21.38,0.114,2.299598E-6,0.9244655,0.265474,21.86727,0.1146431,21.38548,0.1838574,20.62738,82.472625,35.206324,467,5
806203100056881,5.0382576,59.318953,806,3,1,zr,557,551,585,578,19.962,0.082,1.577019E-6,1.266229,0.1805461,20.52317,0.09949303,20.10707,0.1164942,19.2965,82.476166,311.122848,468,5
1809111300028447,5.0462278,59.32262,1809,11,3,zg,2,2,2,2,22.409,0.206,4.224487E-6,0.0,0.4684261,21.68323,0.0,21.35201,0.2097875,21.02078,82.47707,324.850039,464,5
806203100043566,5.1148075,59.310927,806,3,1,zr,8,8,8,8,21.988,0.165,3.119688E-6,0.450499,0.2079887,21.75738,0.06932831,21.57932,0.2281607,21.14893,82.499906,72.09892,,
1809111300004394,5.0977698,59.3226866,1809,11,3,zg,6,6,6,6,21.51,0.116,1.838844E-6,1.399582,0.3562036,21.79551,0.2028828,21.42398,0.214917,20.81184,82.502117,34.884714,467,5
806203100056865,5.0978191,59.3226726,806,3,1,zr,532,525,552,545,20.282,0.053,1.291357E-6,1.076089,0.1646016,20.71986,0.09731388,20.32119,0.1340759,19.69799,82.512666,34.956306,467,5
806303100088705,5.1086869,59.2906144,806,3,1,zi,28,24,32,27,18.936,0.111,2.256578E-6,1.751989,0.09876118,19.24617,0.05699539,19.02369,0.04823168,18.80996,82.532808,125.369322,469,4
806103100036096,5.0382104,59.3189693,806,3,1,zg,104,101,124,121,20.982,0.09,2.379477E-6,1.328855,0.203592,21.43363,0.1439362,20.98871,0.1605892,20.24031,82.58008,311.11399,468,5
1809111300047856,5.0511743,59.3242058,1809,11,3,zg,0,0,0,0,22.132,0.137,0.0,,0.0,0.0,0.0,0.0,,0.0,82.608514,332.302763,461,4
1809111300037255,5.0282708,59.3090425,1809,11,3,zg,0,0,0,0,22.928,0.299,0.0,,0.0,0.0,0.0,0.0,,0.0,82.613322,282.993957,470,4
1809211300066655,5.0281806,59.3088997,1809,11,3,zr,0,0,0,0,22.12,0.135,0.0,,0.0,0.0,0.0,0.0,,0.0,82.661334,282.62094,470,4
806303100094270,5.0526729,59.2831745,806,3,1,zi,11,10,12,11,21.273,0.114,2.901791E-6,1.843402,0.2819836,21.20222,0.1943321,20.73582,0.1562963,20.22469,82.670051,205.574224,,
806303100043151,5.0615812,59.3262312,806,3,1,zi,3,3,3,3,21.84,0.289,1.477757E-6,0.0,0.174292,21.18583,0.0,21.02016,0.1708268,20.83738,82.708723,346.518901,,
1809211300054686,5.0498998,59.2838966,1809,11,3,zr,18,18,18,18,21.272,0.124,1.286337E-6,1.092052,0.2344475,21.4362,0.1375751,21.01714,0.1867758,20.65976,82.722781,209.540472,471,2
1809211300062107,5.108813,59.2906111,1809,11,3,zr,59,59,62,62,19.6,0.112,2.074339E-6,1.032696,0.1276049,20.13821,0.06129265,19.76501,0.08799536,19.32222,82.728753,125.283017,469,4
806303100088486,5.0281296,59.3089019,806,3,1,zi,5,5,6,6,21.092,0.13,1.131431E-6,0.9302005,0.220077,21.22916,0.1090889,21.12007,0.1738713,20.71352,82.754521,282.612157,470,4
