angDist,SourceID,RA,DEC,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.039800,289,5.09684655,59.31639305,Gaia DR3 428242981412013056,5.09685820167,59.31638372936,0.000,0.000,145,1636148068921376768,428242981412013056,269430631,0.0613,0.0660,0.5276,0.0886,5.9542,9.534,-8.973,0.082,-3.221,0.089,-0.2106,0.1589,-0.1712,-0.0786,0.0108,-0.1620,0.1100,-0.1562,0.1668,-0.4048,490,0,490,0,1.3924,5.6043e+02,0.210,8.4528e-01,95,0,,1.3869,0.0178,-0.058,0.037,-0.007,-0.032,-0.039,56,27,0.141260,64,1.977e-02,6.157e+01,0,0,1.044,0,514,1456.53324,1.25329e+00,1.16217e+03,17.779066,0.002909,56,5.04634e+02,5.18825e+00,9.72647e+01,18.581102,0.011506,59,1.32869e+03,6.22825e+00,2.13333e+02,16.939333,0.006339,1.259,0,2,0,3,0,1.641769,0.802036,0.839733,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999992,4451.1,4344.4,4533.8,4.6062,4.5639,4.6454,-0.5790,-0.8209,-0.3928,1087.5750,990.2138,1176.6492,0.8279,0.6923,0.9294,0.6186,0.5154,0.6970,0.3300,0.2756,0.3720,PHOENIX,5.09693635538,59.31639804625,1.323032,1.412402,-0.3921
0.254971,293,5.04883485,59.290441200000004,Gaia DR3 428243015762024832,5.04881707848,59.29037095848,0.000,0.000,142,1636148068921376768,428243015762024832,946445224,0.3119,0.3380,0.5057,0.4774,1.0593,1.423,-1.375,0.471,0.367,0.470,-0.3306,-0.0463,0.1711,-0.2497,0.2441,-0.3452,0.3126,-0.4337,0.3921,-0.5677,443,0,440,3,4.7004,6.1506e+02,2.032,4.5097e+00,95,0,,1.3981,0.0861,-0.102,0.071,0.023,-0.065,0.024,51,25,0.846333,58,4.778e-02,1.274e+02,0,0,1.163,0,456,207.98065,8.17261e-01,2.54485e+02,19.892309,0.005079,37,9.54397e+01,5.77842e+00,1.65166e+01,20.389219,0.065795,37,2.39185e+02,7.42479e+00,3.22144e+01,18.801060,0.033915,1.609,0,2,0,2,0,1.588160,0.496910,1.091249,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999985,,,,,,,,,,,,,,,,,,,,,,,5.04882904148,59.29036932886,7.489768,7.413648,-0.5531
1.969771,293,5.04883485,59.290441200000004,Gaia DR3 428243015762022656,5.04860199685,59.29097528039,0.000,0.000,143,1636148068921376768,428243015762022656,1590844944,0.2424,0.2608,-0.3667,0.3520,-1.0418,0.586,-0.567,0.323,0.147,0.341,-0.2697,0.1589,0.0152,-0.1113,0.0891,-0.1849,0.1964,-0.2074,0.1865,-0.4505,445,0,444,1,-0.2202,4.7020e+02,0.000,0.0000e+00,95,0,,1.2262,0.0708,-0.085,0.035,-0.026,-0.047,0.006,51,26,0.560964,58,1.388e-02,5.066e+01,1,0,0.992,0,461,214.03260,7.46938e-01,2.86547e+02,19.861168,0.004685,21,6.43183e+01,7.61504e+00,8.44621e+00,20.817707,0.128577,23,2.28003e+02,4.73396e+00,4.81633e+01,18.853043,0.022857,1.366,0,2,0,3,0,1.964664,0.956539,1.008125,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,5.04860693255,59.29097462922,5.163058,5.411427,-0.4405
0.021381,297,5.055696449999999,59.28801315,Gaia DR3 428243011470559872,5.05569278327,59.28800751370,0.000,0.000,146,1636148068921376768,428243011470559872,743489178,0.1474,0.1626,0.1104,0.2153,0.5129,0.403,-0.021,0.197,-0.403,0.213,-0.2463,0.1252,-0.0566,-0.0842,0.0624,-0.1512,0.0978,-0.2207,0.2008,-0.4162,447,0,446,1,0.9899,4.8757e+02,0.366,4.3461e-01,95,0,,1.4548,0.0446,-0.083,0.071,-0.021,-0.032,-0.051,51,27,0.342020,58,2.400e-02,6.221e+01,0,0,1.033,0,469,412.74279,8.35677e-01,4.93903e+02,19.148169,0.003525,54,1.69875e+02,4.67951e+00,3.63020e+01,19.763218,0.030038,53,3.39198e+02,5.44139e+00,6.23366e+01,18.421762,0.017823,1.233,0,5,0,3,0,1.341455,0.615049,0.726406,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999993,,,,,,,,,,,,,,,,,,,,,,,5.05569296709,59.28800930448,3.170359,3.395335,-0.4055
0.112247,298,5.0439741,59.3148149,Gaia DR3 428243217629873664,5.04398547515,59.31484553459,0.001,0.000,141,1636148068921376768,428243217629873664,50507772,0.5553,0.5935,-1.3076,0.8130,-1.6084,2.158,1.374,0.759,-1.663,0.944,-0.3132,-0.0514,0.1596,-0.3492,0.2202,-0.3778,0.2849,-0.2883,0.3039,-0.5606,291,0,289,2,1.1228,3.5126e+02,1.893,1.4361e+00,95,0,,1.0983,0.1635,0.045,-0.075,-0.079,0.073,0.018,34,19,1.535171,40,6.308e-03,1.785e+02,0,0,1.046,0,310,115.30816,7.98671e-01,1.44375e+02,20.532717,0.008009,26,4.32306e+01,4.84470e+00,8.92329e+00,21.249063,0.121706,32,2.04060e+02,6.18389e+00,3.29986e+01,18.973503,0.033119,2.145,0,0,0,0,0,2.275560,0.716347,1.559214,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999987,,,,,,,,,,,,,,,,,,,,,,,5.04397350740,59.31485292752,12.060924,14.949527,-0.5393
0.081941,300,5.038047000000001,59.2991921,Gaia DR3 428243084485915648,5.03803541925,59.29917011984,0.000,0.000,143,1636148068921376768,428243084485915648,484092547,0.3706,0.3949,0.0527,0.5478,0.0962,0.565,-0.381,0.511,0.417,0.595,-0.2272,0.1213,-0.0069,-0.0881,0.1514,-0.1061,-0.0006,-0.1579,0.1632,-0.4865,359,0,354,5,1.2591,4.0720e+02,0.998,6.0537e-01,95,0,,1.4137,0.1131,-0.038,-0.058,-0.088,-0.088,0.133,41,26,0.943232,49,5.679e-02,1.660e+02,0,0,1.047,0,389,141.67787,1.11524e+00,1.27038e+02,20.309113,0.008980,36,5.53680e+01,4.38703e+00,1.26208e+01,20.980394,0.086073,41,1.07760e+02,7.72809e+00,1.39440e+01,19.666748,0.077956,1.151,0,1,0,0,0,1.313646,0.671282,0.642365,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000011,0.000000,0.999986,,,,,,,,,,,,,,,,,,,,,,,5.03803873565,59.29916826837,8.184576,9.521984,-0.4775
0.184672,304,5.0373535,59.3074777,Gaia DR3 428243118850966272,5.03727040472,59.30750655277,0.000,0.000,143,1636148068921376768,428243118850966272,1658477069,0.1747,0.1889,0.4222,0.2454,1.7202,3.879,-2.233,0.237,-3.172,0.262,-0.2767,0.1177,-0.1381,-0.0536,0.0643,-0.1110,0.0857,-0.1098,0.0740,-0.4869,421,0,416,5,0.1014,4.3695e+02,0.130,4.2728e-02,95,0,,1.3565,0.0492,-0.063,0.027,-0.021,-0.087,0.074,49,25,0.423009,57,3.563e-02,6.408e+01,0,0,1.003,0,433,354.88385,9.23115e-01,3.84442e+02,19.312151,0.003946,51,9.89218e+01,5.17331e+00,1.91216e+01,20.350313,0.056849,48,3.75281e+02,7.16970e+00,5.23426e+01,18.312004,0.021084,1.336,0,1,0,0,0,2.038309,1.038162,1.000147,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,,,,,,,,,,,,,,,,,,,,,,,5.03728984498,59.30752065236,3.817916,4.178397,-0.4779
0.131626,305,5.0439512,59.2928465,Gaia DR3 428243084485921664,5.04393504311,59.29288211967,0.001,0.001,129,1636148068921376768,428243084485921664,1455258724,0.7907,0.7570,-0.3208,1.1591,-0.2768,1.872,-0.226,1.000,-1.858,1.120,-0.2120,-0.0187,0.2239,-0.2320,0.3405,-0.3681,0.4884,-0.3152,0.5341,-0.4582,197,0,197,0,-0.5347,2.2902e+02,1.374,4.8826e-01,95,0,,1.1916,0.2340,-0.100,0.026,-0.090,0.055,-0.166,22,16,1.896291,27,1.120e-02,8.382e+01,0,0,0.971,0,226,96.66009,8.96807e-01,1.07782e+02,20.724249,0.010443,19,4.81254e+01,4.00765e+00,1.20084e+01,21.132607,0.090458,22,1.01623e+02,6.51083e+00,1.56083e+01,19.730413,0.069664,1.549,0,0,0,0,0,1.402193,0.408358,0.993835,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999993,,,,,,,,,,,,,,,,,,,,,,,5.04393701371,59.29289037683,15.844217,17.555469,-0.4448
0.138991,306,5.10727385,59.30143765,Gaia DR3 428242942751971328,5.10733772466,59.30145832016,0.000,0.000,142,1636148068921376768,428242942751971328,237967518,0.0893,0.0951,-0.1463,0.1300,-1.1251,0.093,-0.002,0.117,0.093,0.131,-0.2443,0.1415,-0.1109,-0.0837,0.0834,-0.1525,0.0983,-0.1959,0.1660,-0.4538,475,0,467,8,2.5029,5.6615e+02,0.414,1.7093e+00,95,0,,1.4099,0.0255,-0.072,0.030,-0.012,0.006,-0.042,55,27,0.209206,64,1.195e-02,8.416e+01,0,0,1.083,0,489,907.55823,1.31252e+00,6.91463e+02,18.292681,0.003171,58,3.93299e+02,4.95577e+00,7.93619e+01,18.851734,0.013962,57,8.28683e+02,8.12036e+00,1.02050e+02,17.451925,0.011291,1.346,0,46,0,45,0,1.399809,0.559053,0.840755,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999994,5810.4,5682.6,5950.4,4.6519,4.6312,4.6802,-3.7810,-4.0334,-3.5055,1888.3635,1787.4257,1975.0616,1.5127,1.4329,1.5807,1.2143,1.1462,1.2739,0.6771,0.6389,0.7104,MARCS,5.10733774349,59.30145790506,1.880886,2.088547,-0.4421
1.297681,306,5.10727385,59.30143765,Gaia DR3 428242947042540544,5.10715522758,59.30108230645,0.001,0.000,110,1636148068921376768,428242947042540544,1453598222,0.7109,0.4577,1.0548,0.8640,1.2208,1.361,-0.901,0.912,1.020,0.740,-0.3751,0.2626,-0.4170,0.2374,0.1768,-0.0334,0.0798,-0.5177,0.4475,-0.7132,269,0,268,1,5.2671,4.2176e+02,2.709,4.6123e+00,95,0,,1.4632,0.1431,-0.078,0.075,0.077,-0.153,0.117,31,16,1.575893,46,1.177e-01,1.055e+02,0,18,1.237,0,289,158.78206,8.74544e-01,1.81560e+02,20.185364,0.006584,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,5.10716306853,59.30107777376,14.906773,11.819630,-0.7107
1.813004,307,5.0422192,59.3140485,Gaia DR3 428243118851595392,5.04134904297,59.31428604838,0.001,0.001,127,1636148068921376768,428243118851595392,58352260,0.7350,0.6834,-0.6033,0.9848,-0.6126,0.948,0.549,0.999,0.773,1.040,-0.2696,0.2537,0.1413,-0.2039,-0.0356,-0.2262,0.2686,-0.0421,0.0868,-0.4400,250,0,247,3,3.7501,3.7812e+02,3.692,5.4769e+00,95,0,,1.0478,0.1889,-0.170,-0.010,-0.088,-0.152,0.136,29,21,1.715070,33,2.620e-02,1.797e+02,0,12,1.174,0,248,116.69468,1.23234e+00,9.46935e+01,20.519739,0.011792,16,8.73571e+01,5.70626e+00,1.53090e+01,20.485296,0.070976,17,2.62936e+02,1.60868e+01,1.63448e+01,18.698271,0.066534,3.002,0,11,0,9,0,1.787025,-0.034443,1.821468,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000004,0.000000,0.999991,,,,,,,,,,,,,,,,,,,,,,,5.04134425931,59.31428261295,15.892725,16.467909,-0.4286
0.062407,312,5.1080862499999995,59.3054805,Gaia DR3 428242981412024832,5.10810181643,59.30546509317,0.000,0.000,145,1636148068921376768,428242981412024832,741694063,0.0256,0.0276,0.3797,0.0377,10.0677,3.729,-3.145,0.035,-2.003,0.037,-0.2199,0.1092,-0.1164,-0.0843,0.0255,-0.1373,0.1010,-0.2196,0.1784,-0.3884,484,0,483,1,0.0519,4.9999e+02,0.000,0.0000e+00,31,0,1.511,,,,,,,,55,27,0.059203,64,1.792e-02,5.796e+01,0,0,1.001,0,507,6168.87135,2.19483e+00,2.81064e+03,16.211853,0.002782,62,3.01538e+03,5.61253e+00,5.37259e+02,16.640186,0.003445,61,4.50026e+03,1.03426e+01,4.35119e+02,15.614800,0.004529,1.218,0,3,0,0,0,1.025386,0.428333,0.597053,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,6981.6,6937.7,7049.5,4.4201,4.4078,4.4272,-0.5407,-0.5796,-0.4894,2013.5392,1982.6440,2044.4117,1.2460,1.2260,1.2793,1.0601,1.0419,1.0899,0.5767,0.5670,0.5929,A,5.10812920182,59.30547399613,0.556984,0.593445,-0.3776
1.550959,314,5.044273,59.3162486,Gaia DR3 428243217629873920,5.04507483704,59.31611376160,0.014,0.001,138,1636148068921376768,428243217629873920,444470009,9.3135,10.2359,,,,,,,,,-0.9768,,,,,,,,,,69,0,69,0,2.2558,9.2211e+01,4.810,2.1155e+00,3,0,,,,,,,,,8,5,53.786587,10,5.579e-02,1.195e+02,0,0,,0,73,75.88870,1.52113e+00,4.98895e+01,20.986923,0.021937,9,2.77447e+01,6.24107e+00,4.44550e+00,21.730593,0.244249,9,1.38870e+02,1.08963e+01,1.27447e+01,19.391371,0.085275,2.196,0,0,0,0,0,2.339222,0.743670,1.595552,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000027,0.000035,0.999318,,,,,,,,,,,,,,,,,,,,,,,5.04507483704,59.31611376160,9.313503,10.235945,-0.9768
0.076137,316,5.06949495,59.322461849999996,Gaia DR3 428243187570434432,5.06951156545,59.32244247418,0.000,0.000,144,1636148068921376768,428243187570434432,1667094389,0.0102,0.0109,0.5920,0.0148,40.1292,2.512,-2.499,0.014,-0.258,0.015,-0.2144,0.0808,-0.1056,-0.0924,-0.0122,-0.1431,0.1155,-0.1769,0.1940,-0.4131,487,0,483,4,0.2155,4.9379e+02,0.000,0.0000e+00,31,0,1.597,,,,,,,,56,28,0.023867,63,1.990e-02,5.769e+01,0,0,1.006,0,517,43926.43724,9.95285e+00,4.41345e+03,14.080552,0.002766,62,2.55537e+04,1.94013e+01,1.31711e+03,14.319906,0.002909,62,2.65032e+04,1.61333e+01,1.64276e+03,13.689651,0.003837,1.185,0,2,0,2,0,0.630256,0.239354,0.390902,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999988,9200.4,9198.6,9203.4,4.0405,4.0335,4.0470,-1.1586,-1.1914,-1.0574,2044.6731,2024.5234,2074.8665,1.2398,1.2383,1.2415,1.1303,1.1289,1.1319,0.6060,0.6052,0.6069,PHOENIX,5.06953333095,59.32244361903,0.219497,0.239602,-0.4021
0.055172,319,5.0502126,59.31897195,Gaia DR3 428243217629874688,5.05022578756,59.31895818086,0.000,0.000,139,1636148068921376768,428243217629874688,1235651534,0.3770,0.3924,-2.0692,0.5314,-3.8941,2.474,-1.463,0.520,1.995,0.568,-0.2985,0.0781,-0.0460,-0.1109,0.0566,-0.1732,0.1841,-0.1604,0.0974,-0.5443,401,0,395,6,15.6394,1.0679e+03,3.446,1.5846e+01,95,0,,1.3139,0.1060,-0.091,0.003,-0.000,-0.108,0.066,46,25,0.942676,52,4.850e-02,1.484e+02,1,0,1.609,0,425,230.72946,1.09479e+00,2.10752e+02,19.779610,0.005842,47,9.80692e+01,6.58406e+00,1.48949e+01,20.359711,0.072946,45,2.96294e+02,5.14584e+00,5.75794e+01,18.568588,0.019231,1.709,0,47,0,45,0,1.791122,0.580101,1.211021,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999990,,,,,,,,,,,,,,,,,,,,,,,5.05023853363,59.31894931581,8.341536,9.024895,-0.5345
0.036553,322,5.101876,59.3151092,Gaia DR3 428242977110825472,5.10187292732,59.31509916819,0.000,0.000,149,1636148068921376768,428242977110825472,1678876452,0.0995,0.1102,0.0823,0.1447,0.5689,1.874,-1.093,0.133,-1.522,0.153,-0.1874,0.2205,-0.1239,-0.0513,0.0457,-0.1177,0.0402,-0.1294,0.1501,-0.3679,481,0,480,1,0.3418,5.0952e+02,0.000,0.0000e+00,95,0,,1.3959,0.0294,-0.087,0.036,-0.014,-0.025,-0.032,55,27,0.235017,62,9.582e-03,8.294e+01,0,0,1.010,0,503,667.09248,9.32856e-01,7.15108e+02,18.626902,0.003146,56,2.51576e+02,5.59553e+00,4.49602e+01,19.336868,0.024309,55,5.79605e+02,6.08115e+00,9.53118e+01,17.840065,0.012002,1.246,0,3,0,4,0,1.496803,0.709967,0.786837,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,4618.5,4524.7,4773.5,4.9327,4.8705,4.9925,-2.3727,-3.0550,-1.7309,1093.9607,929.6784,1219.1227,0.7559,0.6267,0.9279,0.5771,0.4773,0.7142,0.3151,0.2614,0.3906,MARCS,5.10188244991,59.31510593425,2.145809,2.450922,-0.3585
0.098212,327,5.1043872,59.29437059999999,Gaia DR3 428242947042565376,5.10434627960,59.29435305973,0.000,0.000,124,1636148068921376768,428242947042565376,1564314421,0.3740,0.3208,0.3427,0.4901,0.6992,0.540,0.091,0.470,-0.533,0.455,-0.3891,0.0822,-0.2096,0.0054,0.1571,-0.1083,0.1731,-0.2502,0.2645,-0.5775,347,0,345,2,0.7783,3.7418e+02,0.958,8.3571e-01,95,0,,1.4459,0.0915,-0.191,0.090,-0.014,0.026,-0.041,40,22,0.813777,51,8.162e-02,3.284e+01,1,12,1.029,0,342,209.12997,1.34200e+00,1.55835e+02,19.886326,0.007492,12,2.93341e+02,1.54485e+01,1.89883e+01,19.170111,0.057247,12,4.83039e+02,1.52931e+01,3.15854e+01,18.037941,0.034582,3.712,0,12,0,12,0,1.132170,-0.716215,1.848385,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000018,0.000153,0.999828,,,,,,,,,,,,,,,,,,,,,,,5.10434549002,59.29435542743,7.604216,7.230640,-0.5711
1.373990,327,5.1043872,59.29437059999999,Gaia DR3 428242947042565504,5.10475425455,59.29470307323,0.000,0.000,142,1636148068921376768,428242947042565504,1654118476,0.2501,0.2663,-0.3778,0.3565,-1.0598,0.203,-0.135,0.327,0.152,0.360,-0.2478,0.1661,-0.0400,-0.1096,0.0719,-0.1849,0.1532,-0.1916,0.2017,-0.4431,464,0,460,4,2.1308,5.4359e+02,0.913,9.6358e-01,95,0,,1.6673,0.0737,-0.107,0.043,-0.013,-0.037,0.001,53,26,0.579104,60,1.938e-03,3.474e+01,1,0,1.071,0,474,227.28509,8.38599e-01,2.71030e+02,19.795940,0.004862,39,1.65308e+02,8.94191e+00,1.84869e+01,19.792809,0.058796,38,2.88648e+02,1.02755e+01,2.80908e+01,18.596973,0.038835,1.997,0,28,0,28,0,1.195835,-0.003132,1.198967,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000001,0.999998,,,,,,,,,,,,,,,,,,,,,,,5.10475542686,59.29470239928,5.246987,5.721987,-0.4312
0.414187,329,5.0638716,59.3225466,Gaia DR3 428243187567634176,5.06378352655,59.32265251398,0.006,0.003,102,1636148068921376768,428243187567634176,187361220,6.0174,2.8019,,,,,,,,,-0.3899,,,,,,,,,,76,0,74,2,9.6543,2.5430e+02,8.412,2.5937e+01,3,0,,,,,,,,,10,8,16.575369,12,9.466e-01,1.121e+02,0,0,,0,79,71.72422,1.45951e+00,4.91425e+01,21.048203,0.022265,7,2.73479e+01,8.09804e+00,3.37709e+00,21.746235,0.321512,11,4.34160e+01,9.66161e+00,4.49366e+00,20.653772,0.241645,0.987,0,0,0,0,0,1.092463,0.698032,0.394430,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000156,0.000014,0.999288,,,,,,,,,,,,,,,,,,,,,,,5.06378352655,59.32265251398,6.017395,2.801943,-0.3899
0.537196,331,5.04078115,59.31451655,Gaia DR3 428243221930517504,5.04088430526,59.31465617689,0.003,0.002,114,1636148068921376768,428243221930517504,590082323,2.4681,1.7577,,,,,,,,,-0.3732,,,,,,,,,,142,0,140,2,14.7452,5.4944e+02,10.372,2.0743e+01,3,0,,,,,,,,,17,13,6.016108,21,3.521e-01,3.298e+01,8,10,,0,149,97.63072,2.14375e+00,4.55420e+01,20.713400,0.023999,9,1.01913e+02,1.78802e+01,5.69978e+00,20.317966,0.190508,8,2.82346e+02,2.88203e+01,9.79679e+00,18.620939,0.110890,3.936,0,4,0,3,0,1.697027,-0.395433,2.092461,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000027,0.000150,0.999258,,,,,,,,,,,,,,,,,,,,,,,5.04088430526,59.31465617689,2.468139,1.757652,-0.3732
1.333077,331,5.04078115,59.31451655,Gaia DR3 428243118851595392,5.04134904297,59.31428604838,0.001,0.001,127,1636148068921376768,428243118851595392,58352260,0.7350,0.6834,-0.6033,0.9848,-0.6126,0.948,0.549,0.999,0.773,1.040,-0.2696,0.2537,0.1413,-0.2039,-0.0356,-0.2262,0.2686,-0.0421,0.0868,-0.4400,250,0,247,3,3.7501,3.7812e+02,3.692,5.4769e+00,95,0,,1.0478,0.1889,-0.170,-0.010,-0.088,-0.152,0.136,29,21,1.715070,33,2.620e-02,1.797e+02,0,12,1.174,0,248,116.69468,1.23234e+00,9.46935e+01,20.519739,0.011792,16,8.73571e+01,5.70626e+00,1.53090e+01,20.485296,0.070976,17,2.62936e+02,1.60868e+01,1.63448e+01,18.698271,0.066534,3.002,0,11,0,9,0,1.787025,-0.034443,1.821468,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000004,0.000000,0.999991,,,,,,,,,,,,,,,,,,,,,,,5.04134425931,59.31428261295,15.892725,16.467909,-0.4286
0.281953,335,5.0934282,59.28778605,Gaia DR3 428242843963372928,5.09328065613,59.28776470107,0.001,0.001,108,1636148068921376768,428242843963372928,613304964,1.3210,1.0964,-4.7796,1.9767,-2.4180,7.071,-4.538,1.822,-5.422,1.870,-0.1410,0.0296,-0.1354,-0.0941,0.2749,-0.2079,0.1427,-0.3584,0.4497,-0.4626,251,0,247,4,39.3930,2.8426e+03,10.152,6.2600e+01,95,0,,0.9653,0.3696,0.072,0.028,-0.053,-0.254,-0.056,30,19,3.179332,39,2.402e-02,2.630e+01,1,21,3.253,0,269,113.04432,1.11274e+00,1.01591e+02,20.554245,0.011037,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,5.09332015082,59.28778879973,29.352108,29.788461,-0.4498
1.056743,335,5.0934282,59.28778605,Gaia DR3 428242843963372800,5.09354759248,59.28749891344,0.001,0.001,104,1636148068921376768,428242843963372800,25130942,1.3503,0.9155,6.2687,1.6682,3.7577,4.228,3.714,1.618,2.019,1.600,-0.2073,-0.0699,-0.2118,-0.0049,0.4207,0.0048,-0.1014,0.0038,-0.0787,-0.4651,152,0,152,0,2.5380,2.0880e+02,3.913,2.6226e+00,95,0,,0.3583,0.2797,-0.148,-0.092,-0.131,0.188,0.130,18,10,2.700855,30,5.011e-02,2.000e+01,0,35,1.150,0,166,98.60119,9.65618e-01,1.02112e+02,20.702662,0.010984,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,5.09351526908,59.28748994082,26.211830,25.708788,-0.4578
1.626471,335,5.0934282,59.28778605,Gaia DR3 428242839672739200,5.09379029590,59.28819826551,0.000,0.000,132,1636148068921376768,428242839672739200,1055983691,0.3939,0.3856,-0.6777,0.5621,-1.2057,1.377,0.434,0.493,-1.307,0.529,-0.1989,0.0953,0.0384,-0.1552,0.1242,-0.2077,0.0998,-0.2654,0.2763,-0.4422,389,0,384,5,1.6337,4.8915e+02,1.953,3.0040e+00,95,0,,1.0529,0.1082,-0.064,0.079,-0.014,-0.067,-0.026,45,25,0.867188,53,4.207e-02,1.454e+02,8,0,1.059,0,408,167.73508,1.22881e+00,1.36502e+02,20.125807,0.008418,39,9.73100e+01,1.11206e+01,8.75043e+00,20.368149,0.124109,38,3.96787e+02,1.14678e+01,3.46001e+01,18.251503,0.031606,2.946,0,23,0,23,0,2.116646,0.242342,1.874304,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999998,,,,,,,,,,,,,,,,,,,,,,,5.09378651555,59.28820407403,7.890451,8.440648,-0.4272
0.136662,343,5.0437599,59.2909234,Gaia DR3 428243084485922560,5.04379893727,59.29089109420,0.000,0.000,140,1636148068921376768,428243084485922560,1623112160,0.3902,0.4085,-0.2067,0.5654,-0.3656,0.578,-0.569,0.522,-0.101,0.563,-0.2739,0.1092,0.0112,-0.1509,0.0675,-0.2298,0.2347,-0.2175,0.1878,-0.5217,371,0,370,1,1.4518,4.2962e+02,1.689,1.7269e+00,95,0,,1.5266,0.1150,-0.056,0.065,-0.018,-0.104,0.054,43,24,0.940531,51,2.764e-02,1.121e+02,0,0,1.053,0,404,140.71164,6.31660e-01,2.22765e+02,20.316542,0.005599,38,4.16878e+01,3.36412e+00,1.23919e+01,21.288519,0.087661,46,9.32346e+01,5.59038e+00,1.66777e+01,19.823952,0.065211,0.959,0,3,0,2,0,1.464567,0.971977,0.492590,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,5.04380389203,59.29089154450,8.355193,8.914244,-0.5094
