angDist,SourceID,RA,DEC,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.038078,1319,5.1491115,59.3224495,Gaia DR3 428244420219684096,5.14912150303,59.32244023538,0.000,0.000,135,1636148068921376768,428244420219684096,1060907815,0.1581,0.1583,0.6710,0.2298,2.9197,2.374,-2.372,0.201,-0.083,0.214,-0.2351,0.3074,-0.0909,-0.0845,0.0275,-0.1982,0.1839,-0.3137,0.2340,-0.4513,477,0,477,0,1.4791,5.4206e+02,0.622,1.2915e+00,95,0,,1.3982,0.0426,-0.102,0.016,0.026,-0.004,-0.033,55,25,0.352936,60,1.214e-02,6.247e+01,0,0,1.048,0,475,410.16166,8.05300e-01,5.09328e+02,19.154980,0.003484,51,1.37515e+02,5.58753e+00,2.46111e+01,19.992664,0.044204,50,3.81469e+02,5.54566e+00,6.87869e+01,18.294249,0.016230,1.265,0,2,0,1,0,1.698416,0.837685,0.860731,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,5.14914216747,59.32244060540,3.232466,3.401759,-0.4393
0.040355,1323,5.1541989,59.29151745,Gaia DR3 428239957755071872,5.15417802782,59.29151397942,0.000,0.000,141,1636148068921376768,428239957755071872,311052923,0.3710,0.3891,-0.4340,0.5489,-0.7907,4.559,-0.871,0.482,-4.475,0.503,-0.2390,0.0595,-0.1117,-0.0952,0.1370,-0.1611,0.1677,-0.2045,0.2145,-0.3726,461,0,456,5,76.9848,9.5385e+03,5.249,3.0556e+02,95,0,,1.6626,0.0905,-0.078,0.017,0.036,0.078,-0.045,53,26,0.810834,62,9.949e-02,8.838e+00,32,0,4.462,0,473,995.82018,4.12084e+00,2.41655e+02,18.191916,0.005271,57,4.07172e+02,5.80443e+00,7.01484e+01,18.814098,0.015727,56,1.14995e+03,6.65257e+00,1.72857e+02,17.096201,0.007330,1.564,0,0,0,0,0,1.717897,0.622183,1.095715,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999992,,,,,,,,,,,,,,,,,,,,,,,5.15418560618,59.29153386733,7.770121,7.984902,-0.3609
0.039245,1324,5.0912642,59.34653495,Gaia DR3 428244592018390528,5.09127357609,59.34652515255,0.000,0.000,137,1636148068921376768,428244592018390528,315358719,0.1873,0.1906,-0.0304,0.2733,-0.1111,1.270,-1.059,0.247,-0.702,0.263,-0.2658,0.2895,-0.1346,-0.0198,-0.0300,-0.1113,0.1404,-0.2608,0.1736,-0.4696,429,0,426,3,-0.4508,4.2582e+02,0.000,1.9613e-15,95,0,,1.3955,0.0521,-0.092,0.056,0.029,-0.014,-0.050,49,25,0.432111,55,1.134e-02,6.512e+01,0,0,0.984,0,446,317.05194,7.77862e-01,4.07594e+02,19.434542,0.003832,51,1.46289e+02,5.12810e+00,2.85269e+01,19.925514,0.038162,50,2.38817e+02,5.30801e+00,4.49918e+01,18.802732,0.024426,1.215,0,1,0,1,0,1.122782,0.490973,0.631809,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999990,,,,,,,,,,,,,,,,,,,,,,,5.09128280836,59.34652827061,3.980133,4.180292,-0.4632
0.077329,1328,5.09344905,59.3464001,Gaia DR3 428244596319991552,5.09342559931,59.34638225483,0.000,0.000,139,1636148068921376768,428244596319991552,1333071658,0.1052,0.1088,0.7978,0.1528,5.2200,8.702,6.627,0.137,-5.640,0.152,-0.2627,0.2935,-0.2041,0.0081,-0.0501,-0.0752,0.1001,-0.2055,0.1515,-0.4577,466,0,464,2,-0.7541,4.5535e+02,0.000,0.0000e+00,31,0,1.335,,,,,,,,54,27,0.243698,60,5.349e-03,6.909e+01,0,0,0.974,0,496,679.80920,8.82782e-01,7.70076e+02,18.606400,0.003095,54,1.87650e+02,5.58961e+00,3.35712e+01,19.655170,0.032461,55,7.03757e+02,6.67522e+00,1.05428e+02,17.629339,0.010970,1.311,0,2,0,2,0,2.025831,1.048771,0.977060,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999982,3696.7,3652.6,3771.4,4.7600,4.6674,4.8298,-0.6075,-0.7666,-0.4172,706.3051,639.9515,842.8708,0.5696,0.5121,0.6466,0.3961,0.3554,0.4500,0.2199,0.1973,0.2503,PHOENIX,5.09336783214,59.34640732319,2.208694,2.422721,-0.4519
0.189641,1330,5.005246850000001,59.33159995,Gaia DR3 428243973543094400,5.00518766856,59.33155677894,0.000,0.000,147,1636148068921376768,428243973543094400,498957521,0.0946,0.1055,0.2100,0.1405,1.4949,2.919,-2.899,0.125,-0.342,0.137,-0.2531,0.2012,-0.1243,-0.0498,-0.0371,-0.1109,0.1101,-0.1846,0.1730,-0.3887,501,0,500,1,2.1140,6.0508e+02,0.351,9.3727e-01,95,0,,1.3305,0.0280,-0.055,0.041,-0.007,-0.023,-0.008,57,29,0.215836,63,1.523e-02,6.271e+01,0,0,1.067,0,537,740.62353,1.01725e+00,7.28068e+02,18.513372,0.003133,56,2.06148e+02,6.75372e+00,3.05236e+01,19.553097,0.035680,53,8.00366e+02,7.32591e+00,1.09252e+02,17.489674,0.010632,1.359,0,2,0,2,0,2.063423,1.039724,1.023699,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,4739.2,4678.9,4768.5,4.8245,4.8073,4.8447,-1.5203,-1.6312,-1.4294,745.1204,717.9797,763.3670,2.4526,2.3887,2.4881,1.7954,1.7445,1.8232,0.9886,0.9589,1.0045,MARCS,5.00521292785,59.33155829888,2.008750,2.181683,-0.3805
0.098666,1335,4.9962447,59.3249391,Gaia DR3 428243874755361408,4.99625185791,59.32496626276,0.000,0.000,141,1636148068921376768,428243874755361408,1808306964,0.2510,0.2682,0.3037,0.3684,0.8244,2.405,-2.405,0.358,0.062,0.358,-0.3131,0.0248,0.0845,-0.1830,0.1373,-0.2597,0.2590,-0.3076,0.2811,-0.4967,453,0,450,3,1.8548,5.4300e+02,0.952,1.1569e+00,95,0,,1.2437,0.0711,-0.105,0.120,-0.011,-0.109,0.058,51,26,0.621127,54,1.719e-03,1.253e+02,0,0,1.062,0,465,229.71554,6.94002e-01,3.31001e+02,19.784391,0.004284,45,8.24879e+01,6.60300e+00,1.24925e+01,20.547565,0.086956,48,2.58413e+02,6.62020e+00,3.90339e+01,18.717112,0.028071,1.484,0,0,0,0,0,1.830454,0.763174,1.067280,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,4.99627280649,59.32496598630,5.708697,5.670400,-0.4838
0.043512,1336,5.014252,59.3366241,Gaia DR3 428243977836703616,5.01424674482,59.33663588583,0.000,0.000,132,1636148068921376768,428243977836703616,1122153920,0.3344,0.3240,-0.3837,0.4791,-0.8008,1.730,-1.606,0.460,-0.643,0.459,-0.3329,0.3166,-0.0035,-0.0834,0.0248,-0.2123,0.2492,-0.3427,0.2738,-0.5621,381,0,379,2,0.1779,3.9734e+02,0.000,0.0000e+00,95,0,,1.3851,0.0880,-0.090,0.143,-0.007,-0.078,0.062,44,25,0.809451,51,3.605e-02,3.849e+01,0,0,1.006,0,412,169.99874,7.10754e-01,2.39181e+02,20.111252,0.005310,45,5.71460e+01,5.36939e+00,1.06429e+01,20.946079,0.102053,46,1.67044e+02,7.81751e+00,2.13679e+01,19.190819,0.050952,1.319,0,0,0,1,0,1.755260,0.834827,0.920433,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,,,,,,,,,,,,,,,,,,,,,,,5.01426073920,59.33663874216,7.370727,7.274271,-0.5546
0.050447,1337,5.1444167,59.2798611,Gaia DR3 428242878323165568,5.14438958458,59.27986321981,0.000,0.000,140,1636148068921376768,428242878323165568,1383047438,0.2482,0.2576,0.0771,0.3541,0.2177,1.650,-1.137,0.324,-1.196,0.347,-0.2328,0.1689,-0.0471,-0.1314,0.0869,-0.2085,0.1982,-0.1378,0.2175,-0.3948,441,0,440,1,-0.2827,4.4593e+02,0.000,0.0000e+00,95,0,,1.3888,0.0701,-0.076,-0.002,0.072,-0.005,0.056,51,26,0.557569,58,1.077e-02,4.972e+01,1,0,0.990,0,437,211.58860,7.57800e-01,2.79214e+02,19.873636,0.004766,49,5.75053e+01,4.09678e+00,1.40367e+01,20.939272,0.077400,50,1.79329e+02,4.92521e+00,3.64104e+01,19.113770,0.030058,1.119,0,1,0,2,0,1.825502,1.065636,0.759867,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,5.14439947942,59.27986853340,5.206020,5.513863,-0.3812
0.163788,1338,4.9859598,59.3093474,Gaia DR3 428243462438544128,4.98590592386,59.30938364607,0.000,0.000,136,1636148068921376768,428243462438544128,811131041,0.3958,0.3993,-0.3305,0.5928,-0.5576,3.588,-1.468,0.530,-3.274,0.560,-0.1992,0.0118,-0.0678,-0.1512,0.0888,-0.2174,0.2202,-0.0967,0.2981,-0.4043,340,0,338,2,1.1662,3.8466e+02,1.469,1.6217e+00,95,0,,1.4776,0.1145,-0.061,0.011,-0.014,-0.092,0.085,39,22,0.909539,51,5.900e-03,1.490e+02,0,24,1.045,0,381,151.64669,7.33521e-01,2.06738e+02,20.235285,0.005931,2,5.57161e+01,1.19497e+00,4.66254e+01,20.973589,0.023453,4,2.27509e+02,3.44169e+01,6.61040e+00,18.855396,0.164290,1.868,0,2,0,3,0,2.118193,0.738304,1.379889,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999992,,,,,,,,,,,,,,,,,,,,,,,4.98591871014,59.30939819769,8.519393,8.882965,-0.3898
1.571371,1338,4.9859598,59.3093474,Gaia DR3 428243462438544256,4.98634991520,59.30895897019,0.000,0.000,146,1636148068921376768,428243462438544256,768334296,0.3028,0.3357,0.9264,0.4445,2.0840,0.598,-0.157,0.377,-0.577,0.406,-0.2633,0.1431,-0.0109,-0.1039,-0.0099,-0.1582,0.2438,-0.1462,0.1529,-0.3805,390,0,388,2,0.6134,4.5049e+02,1.065,1.0423e+00,95,0,,1.0979,0.0868,-0.036,0.094,0.007,-0.078,0.064,44,26,0.648597,50,3.898e-02,5.454e+01,0,2,1.021,0,416,183.56053,8.70717e-01,2.10815e+02,20.027918,0.005841,28,3.13602e+01,4.67154e+00,6.71303e+00,21.597595,0.161760,42,2.90395e+02,8.60856e+00,3.37333e+01,18.590424,0.032407,1.753,0,15,0,19,1,3.007172,1.569677,1.437494,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,4.98635128481,59.30896153244,6.044340,6.426458,-0.3713
0.028396,1346,5.1241965,59.2685571,Gaia DR3 428242740893897472,5.12418360717,59.26855276279,0.000,0.000,140,1636148068921376768,428242740893897472,84384978,0.0315,0.0328,0.5478,0.0458,11.9493,2.665,2.177,0.042,-1.538,0.044,-0.2330,0.1758,-0.2203,-0.0438,0.0283,-0.1215,0.0939,-0.2181,0.2365,-0.3674,471,0,467,4,-0.9036,4.5365e+02,0.000,3.7400e-15,31,0,1.440,,,,,,,,54,27,0.070044,61,1.142e-02,7.069e+01,0,0,0.970,0,465,4750.71724,2.08240e+00,2.28137e+03,16.495468,0.002796,53,1.94696e+03,9.06631e+00,2.14746e+02,17.115152,0.005775,51,4.08307e+03,1.52437e+01,2.67853e+02,15.720429,0.005542,1.269,0,6,0,3,0,1.394723,0.619684,0.775039,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999987,4982.9,4936.6,5032.5,4.3760,4.3555,4.3977,-0.7954,-0.8648,-0.7263,1182.2766,1138.2480,1224.3710,0.8525,0.8125,0.8918,0.6679,0.6359,0.6998,0.3621,0.3447,0.3792,MARCS,5.12416467643,59.26855960019,0.675935,0.695994,-0.3572
0.366042,1347,4.9910048,59.3197534,Gaia DR3 428243840397751552,4.99106771780,59.31965692299,0.000,0.000,145,1636148068921376768,428243840397751552,452404297,0.4087,0.4568,0.2213,0.5878,0.3764,3.384,-3.378,0.519,-0.212,0.577,-0.3039,0.1495,0.0485,-0.1606,-0.0469,-0.1997,0.2995,-0.0456,0.1897,-0.3217,327,0,327,0,-0.2922,3.4397e+02,0.000,0.0000e+00,95,0,,1.2586,0.1146,-0.030,0.067,-0.062,0.006,0.052,37,26,0.898175,44,1.765e-02,1.788e+01,0,0,0.987,0,364,134.56799,7.22688e-01,1.86205e+02,20.365013,0.006449,39,3.52267e+01,3.13574e+00,1.12339e+01,21.471363,0.096688,41,1.31464e+02,5.60199e+00,2.34673e+01,19.450880,0.046420,1.239,0,0,0,0,0,2.020483,1.106350,0.914133,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,4.99109713802,59.31965786338,8.295845,9.104771,-0.3093
0.223990,1349,5.063108,59.25975485,Gaia DR3 428242599153092096,5.06322672838,59.25976857067,0.000,0.000,146,1636148068921376768,428242599153092096,706936795,0.3040,0.3358,0.0398,0.4677,0.0851,2.859,-2.605,0.414,-1.179,0.447,-0.2560,0.1009,0.0730,-0.1155,0.1929,-0.2233,0.2483,-0.2393,0.3532,-0.4721,393,0,390,3,1.1635,4.3928e+02,0.730,4.4954e-01,95,0,,1.3791,0.0940,-0.028,0.115,0.045,-0.047,0.009,46,25,0.743509,54,3.027e-02,5.822e+01,2,0,1.041,0,419,170.68162,6.58829e-01,2.59068e+02,20.106899,0.005016,35,5.71320e+01,5.11975e+00,1.11591e+01,20.946342,0.097336,43,1.66381e+02,5.76640e+00,2.88536e+01,19.195135,0.037818,1.310,0,1,0,0,0,1.751207,0.839443,0.911764,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999999,,,,,,,,,,,,,,,,,,,,,,,5.06324937814,59.25977380895,6.612333,7.075470,-0.4628
0.117351,1355,4.9867569,59.295159749999996,Gaia DR3 428243423786923904,4.98670007553,59.29514489420,0.000,0.000,143,1636148068921376768,428243423786923904,1216803963,0.2472,0.2667,-0.0810,0.3617,-0.2239,4.207,-3.751,0.325,1.906,0.349,-0.2705,0.1621,-0.1003,-0.0826,0.0175,-0.1401,0.1320,-0.1546,0.1483,-0.4153,438,0,437,1,1.9702,5.2980e+02,1.281,2.3129e+00,95,0,,1.2528,0.0720,-0.044,0.027,-0.015,-0.103,0.058,50,27,0.560253,56,2.163e-02,1.065e+02,0,0,1.067,0,467,235.45696,7.11910e-01,3.30740e+02,19.757587,0.004286,50,6.78534e+01,4.22373e+00,1.60648e+01,20.759613,0.067642,50,2.47452e+02,7.05415e+00,3.50788e+01,18.764170,0.031181,1.339,0,2,1,2,0,1.995443,1.002026,0.993418,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,4.98673272037,59.29513642395,5.237291,5.557532,-0.4050
0.051925,1364,5.09501665,59.260853350000005,Gaia DR3 428242431656255104,5.09503321550,59.26084167308,0.000,0.000,143,1636148068921376768,428242431656255104,1342206884,0.0144,0.0153,0.7304,0.0210,34.8564,4.665,-2.664,0.019,-3.830,0.021,-0.2164,0.1009,-0.1359,-0.0969,0.0512,-0.1589,0.1207,-0.1753,0.1942,-0.3841,487,0,485,2,0.6488,5.1639e+02,0.000,0.0000e+00,31,0,1.498,,,,,,,,56,27,0.032889,64,1.076e-02,7.294e+01,0,0,1.020,0,515,20254.33238,4.13710e+00,4.89579e+03,14.921072,0.002764,58,9.66405e+03,1.74068e+01,5.55188e+02,15.375644,0.003407,54,1.53441e+04,1.23520e+01,1.24223e+03,14.283045,0.003879,1.235,0,1,0,2,0,1.092599,0.454572,0.638027,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999995,7224.2,7121.6,7285.3,4.1308,4.0607,4.1775,-0.6115,-0.6538,-0.5857,1564.4680,1473.7955,1707.8840,1.5437,1.4983,1.5707,1.3126,1.2713,1.3370,0.7144,0.6924,0.7274,A,5.09505638126,59.26085869471,0.309346,0.330288,-0.3717
0.153182,1366,4.99179465,59.321650899999995,Gaia DR3 428243874765190528,4.99187706602,59.32164439298,0.000,0.000,142,1636148068921376768,428243874765190528,1703238478,0.0506,0.0540,0.3720,0.0742,5.0121,2.383,-2.114,0.067,-1.100,0.072,-0.2483,0.0547,-0.1923,-0.0769,0.0190,-0.1358,0.1444,-0.1628,0.2371,-0.3911,472,0,471,1,1.0121,5.1899e+02,0.000,1.8620e-15,31,0,1.423,,,,,,,,53,27,0.114536,60,1.942e-02,5.530e+01,0,0,1.033,0,503,2019.36615,1.32074e+00,1.52897e+03,17.424330,0.002845,55,8.17425e+02,8.60388e+00,9.50066e+01,18.057423,0.011764,54,1.80241e+03,9.70177e+00,1.85781e+02,16.608263,0.006960,1.297,0,1,0,1,0,1.449160,0.633093,0.816067,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999998,9488.3,9348.3,9620.5,4.4692,4.3945,4.4906,-1.4260,-1.4811,-1.3054,2759.9580,2709.8113,2961.5413,3.1703,3.1442,3.1915,2.6883,2.6626,2.7085,1.4660,1.4524,1.4773,A,4.99189547689,59.32164928238,1.077252,1.142453,-0.3800
0.036768,1369,5.11760045,59.26569485,Gaia DR3 428242740893898752,5.11761090654,59.26568614631,0.000,0.000,142,1636148068921376768,428242740893898752,1649983866,0.0491,0.0520,0.1495,0.0721,2.0736,1.147,-0.896,0.066,-0.716,0.070,-0.2518,0.0849,-0.0880,-0.0903,0.0627,-0.1440,0.1369,-0.1906,0.2062,-0.3927,494,0,491,3,13.9532,1.1109e+03,0.533,1.6814e+01,31,0,1.439,,,,,,,,57,27,0.112881,65,2.051e-02,3.678e+01,0,0,1.479,0,509,3821.97359,2.97040e+00,1.28669e+03,16.731647,0.002882,58,1.59298e+03,8.08813e+00,1.96953e+02,17.333015,0.006179,54,3.28916e+03,8.28481e+00,3.97010e+02,15.955184,0.004665,1.277,0,2,0,1,0,1.377831,0.601368,0.776464,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,1.000000,9132.6,9044.3,9282.7,4.2609,4.2224,4.3119,-0.6853,-0.8718,-0.5537,2921.8391,2754.7312,3135.3354,2.9052,2.8843,2.9306,2.4783,2.4584,2.5030,1.3494,1.3387,1.3627,A,5.11761869881,59.26568932801,1.067156,1.119039,-0.3824
0.026982,1373,5.1499131,59.2832659,Gaia DR3 428239923395340800,5.14991041907,59.28325853112,0.000,0.000,143,1636148068921376768,428239923395340800,59885342,0.2141,0.2312,-0.9187,0.3084,-2.9788,1.240,-1.132,0.288,-0.507,0.307,-0.2579,0.1083,-0.0352,-0.1337,0.0692,-0.1948,0.1955,-0.1121,0.2276,-0.3798,443,0,440,3,0.7812,4.7770e+02,0.253,9.4473e-02,95,0,,1.4115,0.0622,-0.077,-0.004,0.084,-0.006,0.055,51,26,0.490940,57,2.535e-02,7.092e+01,0,0,1.026,0,438,249.94779,7.86626e-01,3.17747e+02,19.692743,0.004389,44,7.69701e+01,3.96465e+00,1.94141e+01,20.622738,0.055995,45,2.20159e+02,5.58212e+00,3.94400e+01,18.891054,0.027787,1.189,0,1,0,1,0,1.731684,0.929995,0.801689,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999998,,,,,,,,,,,,,,,,,,,,,,,5.14992026547,59.28326078521,4.620901,4.872671,-0.3670
0.184304,1374,5.1490078,59.32556565,Gaia DR3 428244523298611968,5.14901710898,59.32551467518,0.000,0.000,132,1636148068921376768,428244523298611968,1774451530,0.3105,0.3038,-0.9653,0.4409,-2.1896,1.026,-0.954,0.379,-0.379,0.410,-0.2143,0.3306,-0.1731,-0.0677,-0.0030,-0.1953,0.2333,-0.2183,0.1955,-0.4132,435,0,433,2,1.3310,4.9724e+02,0.561,3.2241e-01,95,0,,1.2771,0.0854,-0.100,0.026,-0.011,-0.020,-0.035,50,25,0.661442,57,3.074e-02,5.134e+01,0,0,1.045,0,448,172.73434,6.48497e-01,2.66361e+02,20.093920,0.004920,46,6.46883e+01,5.93941e+00,1.08914e+01,20.811478,0.099727,48,1.62250e+02,6.46323e+00,2.51035e+01,19.222435,0.043415,1.314,0,1,0,1,0,1.589043,0.717558,0.871485,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999995,,,,,,,,,,,,,,,,,,,,,,,5.14902541907,59.32551635946,6.120324,6.500903,-0.4011
0.032677,1375,4.9952744,59.2822064,Gaia DR3 428243428078885120,4.99525872442,59.28221067475,0.000,0.000,144,1636148068921376768,428243428078885120,1443433883,0.1945,0.2111,0.5494,0.2908,1.8893,5.849,5.848,0.249,0.120,0.270,-0.2620,0.2089,-0.0363,-0.0789,0.0099,-0.1434,0.1480,-0.2027,0.1895,-0.4276,429,0,428,1,1.2679,4.8716e+02,0.511,5.1246e-01,95,0,,1.3303,0.0578,-0.084,-0.001,0.004,-0.111,0.032,49,26,0.434518,56,1.281e-02,7.522e+01,1,0,1.043,0,459,296.05488,7.93023e-01,3.73325e+02,19.508936,0.004006,50,9.74395e+01,4.25742e+00,2.28870e+01,20.366705,0.047521,47,2.93647e+02,5.27056e+00,5.57146e+01,18.578331,0.019851,1.321,0,3,0,0,0,1.788374,0.857769,0.930605,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,4.99520784321,59.28221014026,3.994161,4.285964,-0.4187
0.366743,1380,5.0461571,59.2607909,Gaia DR3 428242500372516736,5.04604977855,59.26087674286,0.001,0.001,81,1636148068921376768,428242500372516736,676485094,1.0129,1.0074,1.5465,1.2198,1.2679,2.961,-2.387,1.658,1.753,2.689,0.0018,-0.0706,0.1932,-0.4973,0.1345,-0.2597,-0.0093,-0.0193,-0.0216,-0.7462,154,0,152,2,0.4094,1.6401e+02,2.143,7.5557e-01,95,0,,1.5192,0.2749,0.081,0.187,-0.139,0.022,-0.113,18,12,4.171647,20,4.774e-02,1.472e+02,0,0,1.022,0,160,86.48691,8.92973e-01,9.68527e+01,20.844992,0.011544,11,4.17558e+01,8.01955e+00,5.20675e+00,21.286751,0.208543,14,8.60986e+01,8.98946e+00,9.57773e+00,19.910404,0.113424,1.478,0,0,0,0,0,1.376347,0.441759,0.934587,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,,,,,,,,,,,,,,,,,,,,,,,5.04607053424,59.26086895389,26.353749,43.038573,-0.7256
0.271680,1381,5.15939,59.3100447,Gaia DR3 428241469578261504,5.15952730101,59.31001669309,0.000,0.000,149,1636148068921376768,428241469578261504,722155257,0.3698,0.4018,0.5583,0.5278,1.0578,1.688,-1.590,0.471,-0.567,0.551,-0.1623,0.2461,-0.0974,-0.1041,-0.0131,-0.1867,0.1853,-0.0031,0.0966,-0.3724,382,0,381,1,0.2319,4.0657e+02,0.000,0.0000e+00,95,0,,1.3374,0.1130,-0.054,-0.030,0.016,0.028,0.081,44,25,0.844845,50,1.002e-02,1.182e+02,0,0,1.008,0,382,131.26280,6.38245e-01,2.05662e+02,20.392014,0.005955,36,4.98545e+01,6.68659e+00,7.45589e+00,21.094282,0.145648,44,1.30453e+02,7.05855e+00,1.84816e+01,19.459259,0.058868,1.374,0,0,0,0,0,1.635023,0.702269,0.932755,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,,,,,,,,,,,,,,,,,,,,,,,5.15954114668,59.31001921417,7.587314,8.751048,-0.3597
0.058391,1382,5.0118959,59.33683525,Gaia DR3 428243977844393984,5.01188866270,59.33681945593,0.000,0.000,131,1636148068921376768,428243977844393984,1773299414,0.0454,0.0441,0.0330,0.0632,0.5213,1.029,-0.444,0.058,-0.929,0.060,-0.2433,0.2874,-0.2554,0.0209,-0.0491,-0.0689,0.1234,-0.2292,0.2013,-0.3956,445,0,442,3,-0.9336,4.2935e+02,0.000,0.0000e+00,31,0,1.324,,,,,,,,50,28,0.098418,56,1.461e-02,6.195e+01,0,0,0.968,0,464,2822.66184,1.69592e+00,1.66438e+03,17.060720,0.002831,53,7.39211e+02,5.60337e+00,1.31922e+02,18.166622,0.008690,51,3.08105e+03,1.16026e+01,2.65547e+02,16.026150,0.005568,1.353,0,3,0,3,0,2.140472,1.105902,1.034571,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999999,5277.5,5233.3,5320.0,3.7728,3.7454,3.7988,-0.4161,-0.4619,-0.3407,1743.9364,1693.9427,1799.7189,3.0689,3.0374,3.1015,2.2748,2.2479,2.3022,1.2498,1.2318,1.2655,MARCS,5.01189253475,59.33682358332,0.946818,0.962669,-0.3906
0.207208,1384,5.1587007,59.2952969,Gaia DR3 428239957750581504,5.15872372606,59.29524055576,0.001,0.001,137,1636148068921376768,428239957750581504,979636426,0.6485,0.6615,-0.0804,0.9855,-0.0816,3.042,-2.937,0.825,0.792,0.863,-0.2559,0.0179,0.0674,-0.1814,0.0501,-0.2846,0.3392,-0.2403,0.3944,-0.5059,211,0,209,2,-0.6386,2.0384e+02,0.000,0.0000e+00,95,0,,1.4674,0.2160,0.016,0.101,-0.072,-0.127,-0.055,25,17,1.487734,30,3.054e-02,1.784e+02,0,0,0.967,0,222,102.16098,7.97789e-01,1.28055e+02,20.664154,0.008915,21,4.00766e+01,5.64837e+00,7.09525e+00,21.331316,0.153048,26,9.65534e+01,6.56226e+00,1.47134e+01,19.785976,0.073889,1.337,0,1,0,0,0,1.545340,0.667162,0.878178,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,,,,,,,,,,,,,,,,,,,,,,,5.15874929180,59.29523703402,13.167009,13.602227,-0.4925
