SourceID,RA,DEC
1,5.072064299999999,59.3038674
2,5.069038000000001,59.3040568
3,5.0755646500000005,59.302064599999994
4,5.0739557,59.3015362
5,5.070934,59.3008965
6,5.0726338,59.3069596
7,5.0765935,59.306523
9,5.069341,59.3006592
10,5.0656476999999995,59.3025889
11,5.078856549999999,59.30227855
12,5.069274,59.3074299
14,5.06361095,59.3041777
15,5.067023450000001,59.300374700000006
16,5.0771862500000005,59.300328300000004
18,5.0806755500000005,59.30322465
19,5.0753239,59.3081667
20,5.0691025,59.3082803
23,5.0762611,59.2995195
24,5.0643994,59.3007975
25,5.06958545,59.30888735
26,5.0675659,59.3085767
27,5.0768466,59.3088088
28,5.08200905,59.301945
30,5.0778815,59.2992517
32,5.0814888499999995,59.3069665
33,5.0834171,59.30431985
34,5.072629,59.3098358
36,5.08202115,59.300854900000004
38,5.08351845,59.30530575
40,5.0637189,59.2991606
41,5.06163275,59.307245949999995
42,5.0844044,59.302099150000004
43,5.08242115,59.3077587
44,5.06011145,59.30650335
45,5.0592545,59.302743050000004
46,5.0590781,59.3039117
47,5.081880249999999,59.2994954
48,5.0695329000000005,59.3105129
49,5.0608969,59.3078032
50,5.0848104,59.3058001
52,5.0806435,59.30930065
53,5.0837932,59.30035015
55,5.0724111,59.3111275
56,5.08627625,59.30454715
57,5.0575595,59.3047567
58,5.0600291,59.3078404
60,5.06563375,59.2971979
61,5.0674162,59.296656049999996
62,5.0621825000000005,59.2980945
63,5.0799762,59.3107142
64,5.073995549999999,59.29613635
65,5.0716503,59.29596955
66,5.0574315,59.30101205
68,5.064443450000001,59.311116
69,5.0873297,59.3069145
70,5.085494000000001,59.30865265
71,5.08824225,59.303038799999996
73,5.075797550000001,59.2957434
74,5.0557518,59.3034804
75,5.0611548,59.2976379
76,5.07605725,59.31219195
77,5.087092,59.2998002
78,5.06866555,59.295247849999996
79,5.0836903,59.3101691
80,5.06465015,59.295841499999995
83,5.0715335,59.2946955
84,5.0564906,59.3084922
85,5.08476325,59.3104612
86,5.05933985,59.2973322
87,5.0867399,59.2982148
88,5.0637699000000005,59.31225355
89,5.090073800000001,59.3013825
90,5.08356885,59.311453650000004
91,5.090285,59.306192949999996
92,5.0842854,59.296614
93,5.0769511,59.294592
94,5.0899812,59.3071267
95,5.0908595,59.3052301
96,5.09101345,59.3023903
97,5.0788217499999995,59.31302985
98,5.080856600000001,59.295110550000004
101,5.0828941499999996,59.2954997
103,5.06111515,59.31239865
104,5.0826651,59.31261705
105,5.0894945499999995,59.3091493
106,5.0876942,59.3105081
107,5.05373515,59.299457849999996
108,5.07078445,59.29354
109,5.0784642,59.2939734
111,5.0739883,59.2932632
112,5.0859158,59.3117998
113,5.05384645,59.3093656
114,5.0784179,59.3140615
115,5.0750930499999996,59.314524899999995
116,5.0930581,59.302648250000004
117,5.05182385,59.3072672
118,5.090999200000001,59.29872535
119,5.0876795999999995,59.296236750000006
121,5.071543699999999,59.315024300000005
123,5.0782005,59.3150274
124,5.0771964,59.2928109
125,5.09078025,59.2976205
126,5.088459,59.2956933
127,5.06117205,59.3142649
128,5.0803489,59.3151156
129,5.0907545,59.29662745
131,5.048192950000001,59.30417224999999
132,5.0955037999999995,59.301050950000004
133,5.0934446,59.30964965
134,5.048617350000001,59.30067545
135,5.0700343,59.2914583
136,5.0479803,59.301897800000006
137,5.0506062,59.3100468
141,5.0804206,59.2918795
142,5.0921781500000005,59.2962486
143,5.0836929,59.31518795
145,5.09571055,59.29941855
146,5.0468618,59.3032412
150,5.068551,59.2908475
151,5.09722265,59.30680525
153,5.0518947,59.3124596
154,5.0464437,59.3016892
156,5.0910831000000005,59.2947367
157,5.0455335,59.3038584
