SourceID,filter,OID,RA,DEC,numobs,sf,FAP,period,period_w,power,power_w,mean,std,min,max,upsilon_class,upsilon_prob,upsilon_flag,upsilon_period,identifier,dist,type,Gaia_count,multiflag,GaiaDist,fluxratio,Gmag,Plx,e_Plx,Plxflag,XMM,XMM_dist,Chandra,Chandra_dist,inside_flag,ic10_flag,lc_var,var,var_flag
167,zg,1809111300004596,5.0595028,59.315957,66,0.7143621592974975,0.8794483435201461,0.14344863502190655,2800.0,0.16045129470155545,0.011885093664368367,17.528278350830078,0.035053033381700516,17.475027084350586,17.74322509765625,EB_ED,0.69,1.0,0.03182664727702486,,,,1,0,0.062862,0.0,16.721008,0.7103,0.0496,1,0,,0,,True,False,N,N,False
167,zg,806103100019695,5.05948,59.31597,345,1.0,0.027070766701550154,0.5020559824785318,1.0000143393856216,0.06427562565983379,0.0239699697938273,17.546274185180664,0.024605542421340942,17.448501586914062,17.658811569213867,NonVar,0.49,1.0,0.5020348643940232,,,,1,0,0.062862,0.0,16.721008,0.7103,0.0496,1,0,,0,,True,False,N,N,False
165,zg,1809111300042636,5.0985173,59.3013856,15,0.833594933564839,0.15961688335291993,0.13922461134819408,2800.0,0.6908253153153948,0.27022758265606317,20.900684356689453,0.1836046725511551,20.52356719970703,21.132423400878906,DSCT,0.58,1.0,0.0301907418842624,LGGS J002023.58+591804.9,0.638504,Em*,1,0,0.651959,0.0,20.411861,0.0042,0.7186,0,0,,0,,True,True,N,N,False
171,zg,806103100036260,5.0983315,59.300294,78,0.7745991476701186,0.023295543579184414,0.2089101714859602,0.9973204420231617,0.24353893911998067,0.0014856815761241278,21.15251350402832,0.2176508754491806,20.611289978027344,21.709808349609375,DSCT,0.5,1.0,0.04371420193636823,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,,True,True,N,N,False
170,zg,806103100019927,5.0456001,59.3070723,22,0.4117880954850631,0.005862807469819166,9.00731053055963,0.49930150361391684,0.6733825142900791,0.05500178967858737,21.441970825195312,0.26551350951194763,20.987462997436523,21.921937942504883,T2CEPH,0.31,1.0,9.014122536945848,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,,True,True,N,N,False
172,zg,806103100042660,5.0690008,59.317702,16,0.35123664203394744,0.005700140084625835,0.3327453855793397,0.9973608225958323,0.8019419216076382,0.9187617476793523,21.724870681762695,0.26759082078933716,21.023117065429688,22.132606506347656,DSCT,0.53,1.0,0.03070670349061828,,,,1,0,0.263809,0.0,20.546682,-0.643,0.6771,0,0,,0,,True,True,N,N,False
173,zg,806103100042703,5.0996461,59.3039368,63,0.7987375090148338,0.01031302848129383,0.2802401399313044,0.9972794906633542,0.30990476156198604,0.03601595352714487,21.11948585510254,0.20990785956382751,20.506542205810547,21.558826446533203,DSCT,0.64,1.0,0.043654484334657545,,,,1,0,0.424832,0.0,20.933489,3.5724,2.0734,1,0,,0,,True,False,N,N,False
174,zg,806103100020283,5.0715577,59.2897779,314,0.9999999999988026,0.0013396948274575365,0.22742626805596444,1.0000143393856216,0.08798238175283114,0.005492451900248878,16.12986183166504,0.018586497753858566,16.068954467773438,16.179006576538086,NonVar,0.71,1.0,0.2274310569494585,,,,1,0,0.076146,0.0,15.410057,0.8493,0.0263,1,0,,0,,True,False,N,N,False
174,zg,1809111300028848,5.0715736,59.2897652,66,0.9998311043791022,0.06491840183891372,0.24774768695601526,2800.0,0.25446783513118143,0.08654925715044595,16.1157283782959,0.01589188352227211,16.055824279785156,16.154983520507812,NonVar,0.57,1.0,0.08440805193803036,,,,1,0,0.076146,0.0,15.410057,0.8493,0.0263,1,0,,0,,True,False,N,N,False
177,zg,806103100042725,5.0974728,59.2976045,285,5.499307153612001e-18,0.004892006472562159,0.11465425165499679,1.0000143393856216,0.08774548140750031,0.004270257053608375,19.759414672851562,0.1415337175130844,19.026283264160156,20.087844848632812,NonVar,0.61,1.0,0.04905144259667791,[HL90]  89,0.393793,HII,2,1,0.934289,1.0212169144331877,20.624554,-1.715,1.8633,0,0,,0,,True,True,V,V,False
178,zg,806103100019754,5.0918113,59.3142485,32,0.114261253606822,0.0004806819942799472,3.589807878651079,1.0000114434634217,0.6019914915928203,0.08385755485643151,21.514667510986328,0.3035687804222107,20.921838760375977,22.008455276489258,T2CEPH,0.58,1.0,3.5902121915204646,,,,1,0,0.110925,0.0,20.63422,0.4195,0.7285,0,0,,0,,True,True,N,N,False
177,zg,1809111300042662,5.0975801,59.2976126,56,0.00012558158152265467,0.18219410684150067,0.17124820020364584,2800.0,0.2590004048743448,0.02583375602766203,19.763628005981445,0.16151626408100128,19.20611572265625,20.090988159179688,DSCT,0.52,1.0,0.04371667729004014,[HL90]  89,0.393793,HII,2,1,0.934289,1.0212169144331877,20.624554,-1.715,1.8633,0,0,,0,,True,True,N,V,False
179,zg,806103100047213,5.0967599,59.2967401,140,5.117688321585779e-10,0.002613830370677713,0.3454064960292753,1.0000143393856216,0.1691816521796462,0.010178936147940406,20.335800170898438,0.19791057705879211,19.51763153076172,20.75957679748535,DSCT,0.69,1.0,0.09423061741316272,[HL90]  85,1.793232,HII,2,1,1.935573,1.2153348727007938,20.009607,-0.1498,0.4354,0,0,,0,,True,True,V,V,False
179,zg,1809111300052431,5.0968315,59.2967566,25,0.5337492739674758,0.004404704430050635,2.1845918574435483,2800.0,0.6411461370504462,0.0964485312519402,20.29570198059082,0.16270746290683746,19.915260314941406,20.50766944885254,DSCT,0.79,1.0,0.07228579039898278,[HL90]  85,1.793232,HII,2,1,1.935573,1.2153348727007938,20.009607,-0.1498,0.4354,0,0,,0,,True,True,N,V,False
181,zg,1809111300028532,5.0504789,59.31335,53,0.38058395216466173,0.0008016623503809342,0.1022233455237011,2800.0,0.42325319429129016,0.030840639631362847,19.903793334960938,0.1339564025402069,19.44430160522461,20.192079544067383,DSCT,0.73,1.0,0.10222259991239492,LGGS J002012.13+591848.0,0.064506,Em*,1,0,0.066736,0.0,18.915323,0.0553,0.1814,0,0,,0,,True,True,N,N,False
